Sheet Name: Carriers

carrier_id: cedba817-bbfa-4736-96d3-6588736ea61d | carrier_name: Maersk 1 | carrier_type: Air | average_rating: 4.08 | fleet_size: 1635 | years_of_service: 19 | headquarters: Netherlands
carrier_id: 4070c36a-1208-430d-beef-1be45a4eb1e5 | carrier_name: Maersk 2950 | carrier_type: Air | average_rating: 4.56 | fleet_size: 2062 | years_of_service: 29 | headquarters: Japan
carrier_id: 57d6e078-88dc-447e-b22e-f77f9f2a4dad | carrier_name: CMA CGM 2951 | carrier_type: Sea | average_rating: 3.42 | fleet_size: 912 | years_of_service: 23 | headquarters: Japan
carrier_id: 1dd9eec4-b94b-4e85-a10e-940469c0c8cd | carrier_name: DP World Logistics 2952 | carrier_type: Air | average_rating: 4.46 | fleet_size: 2478 | years_of_service: 23 | headquarters: China
carrier_id: 00101023-e8d7-48aa-955c-9bbdb1db3d16 | carrier_name: Blue Dart 2953 | carrier_type: Road | average_rating: 4.88 | fleet_size: 1420 | years_of_service: 23 | headquarters: Germany
carrier_id: a516f1be-fd76-441f-aef6-ad8109e5dfe5 | carrier_name: Allcargo Express 2954 | carrier_type: Air | average_rating: 3.83 | fleet_size: 3029 | years_of_service: 29 | headquarters: United States
carrier_id: b62a828e-9942-47df-a346-76ae22c47faa | carrier_name: MSC 2955 | carrier_type: Sea | average_rating: 3.59 | fleet_size: 751 | years_of_service: 30 | headquarters: Netherlands
carrier_id: 0d7e6ed9-f482-4804-a70d-42f5d6a58597 | carrier_name: Maersk 2956 | carrier_type: Sea | average_rating: 3.37 | fleet_size: 2365 | years_of_service: 28 | headquarters: Singapore
carrier_id: 807f8069-b6d0-4cf9-8e82-8611a60afc24 | carrier_name: MSC 2957 | carrier_type: Air | average_rating: 3.36 | fleet_size: 2059 | years_of_service: 4 | headquarters: Japan
carrier_id: ad26d85c-ae9e-4584-8334-217bbef5bdf7 | carrier_name: Emirates SkyCargo 2958 | carrier_type: Air | average_rating: 4.86 | fleet_size: 2972 | years_of_service: 29 | headquarters: Japan
carrier_id: 70d387d9-00bb-42af-829e-9b962e4e32c3 | carrier_name: FedEx 2959 | carrier_type: Road | average_rating: 3.54 | fleet_size: 3381 | years_of_service: 36 | headquarters: China
carrier_id: 2592eb7b-e711-41e0-af98-f16c7d0b3390 | carrier_name: MSC 2960 | carrier_type: Sea | average_rating: 4.47 | fleet_size: 1794 | years_of_service: 12 | headquarters: South Korea
carrier_id: a529b7e4-6a1a-4c9c-abb2-76a810a3a830 | carrier_name: Kuehne Nagel 2961 | carrier_type: Rail | average_rating: 4.74 | fleet_size: 1146 | years_of_service: 10 | headquarters: Singapore
carrier_id: 20403387-c476-461b-8a7a-4da1d82d8ca1 | carrier_name: Allcargo Express 2962 | carrier_type: Sea | average_rating: 3.66 | fleet_size: 59 | years_of_service: 10 | headquarters: South Korea
carrier_id: 6a651e5e-909d-403d-8ea1-272d7519550a | carrier_name: FedEx 2963 | carrier_type: Air | average_rating: 4.63 | fleet_size: 3638 | years_of_service: 15 | headquarters: United States
carrier_id: a158ba37-d016-4bb9-a9a6-dc77c68a74a1 | carrier_name: MSC 2964 | carrier_type: Road | average_rating: 3.7 | fleet_size: 2499 | years_of_service: 23 | headquarters: Singapore
carrier_id: dfea9a22-a0ac-45fb-ade4-4b6a0f1d02ea | carrier_name: MSC 2965 | carrier_type: Sea | average_rating: 3.34 | fleet_size: 2376 | years_of_service: 8 | headquarters: United States
carrier_id: 2826565a-dd24-4beb-8cad-6337fb0b2bcb | carrier_name: Blue Dart 2966 | carrier_type: Road | average_rating: 3.66 | fleet_size: 925 | years_of_service: 9 | headquarters: South Korea
carrier_id: efdafc49-edd1-47b5-b2da-33214ce2dd1b | carrier_name: Hapag-Lloyd 2967 | carrier_type: Road | average_rating: 4.61 | fleet_size: 3138 | years_of_service: 31 | headquarters: Germany
carrier_id: df59e141-2952-4198-9f11-f25b8dfd2d42 | carrier_name: FedEx 2968 | carrier_type: Rail | average_rating: 3.35 | fleet_size: 3781 | years_of_service: 31 | headquarters: UAE
carrier_id: ab119a5c-f462-4cfb-900d-038ce515b491 | carrier_name: FedEx 2969 | carrier_type: Road | average_rating: 4.79 | fleet_size: 3490 | years_of_service: 22 | headquarters: Singapore
carrier_id: 4fdf8586-a65c-4452-8025-4510b789c0fb | carrier_name: Maersk 2970 | carrier_type: Air | average_rating: 3.57 | fleet_size: 2969 | years_of_service: 25 | headquarters: South Korea
carrier_id: c043d6c4-a62a-4de2-93df-e6f89a9d229b | carrier_name: DHL 2971 | carrier_type: Sea | average_rating: 4.13 | fleet_size: 2471 | years_of_service: 6 | headquarters: UAE
carrier_id: 60aa56ac-2e2d-48ed-a0fe-79eb0d02c774 | carrier_name: MSC 2972 | carrier_type: Sea | average_rating: 4.48 | fleet_size: 4142 | years_of_service: 26 | headquarters: India
carrier_id: 7229b407-4546-4ee9-9570-c4f3a7570e8e | carrier_name: DHL 2973 | carrier_type: Road | average_rating: 4.49 | fleet_size: 2536 | years_of_service: 15 | headquarters: Singapore
carrier_id: de75bc69-0b1a-41c8-b27b-b848e7293949 | carrier_name: CMA CGM 2974 | carrier_type: Sea | average_rating: 3.14 | fleet_size: 2812 | years_of_service: 38 | headquarters: Japan
carrier_id: df5bc634-4da7-462b-8a7b-87893b1d6e02 | carrier_name: FedEx 2975 | carrier_type: Road | average_rating: 3.34 | fleet_size: 2832 | years_of_service: 28 | headquarters: South Korea
carrier_id: bc6e7492-304f-4767-b539-53b1a8f80c0b | carrier_name: Emirates SkyCargo 2976 | carrier_type: Sea | average_rating: 4.18 | fleet_size: 442 | years_of_service: 6 | headquarters: China
carrier_id: 9968de1d-58e3-4187-831f-9b8896b4c7bd | carrier_name: DB Schenker 2977 | carrier_type: Rail | average_rating: 4.06 | fleet_size: 307 | years_of_service: 12 | headquarters: Germany
carrier_id: c101ec4a-bb21-4673-9b79-fe25ccd29f5f | carrier_name: Emirates SkyCargo 2978 | carrier_type: Air | average_rating: 4.65 | fleet_size: 4075 | years_of_service: 31 | headquarters: UAE
carrier_id: e22996a1-6c21-408c-b90e-731eb59e1a99 | carrier_name: Kuehne Nagel 2979 | carrier_type: Sea | average_rating: 4.34 | fleet_size: 690 | years_of_service: 27 | headquarters: United Kingdom
carrier_id: 85236301-352f-45f1-9c27-23c9dcbd5469 | carrier_name: DB Schenker 2980 | carrier_type: Sea | average_rating: 4.34 | fleet_size: 2838 | years_of_service: 7 | headquarters: South Korea
carrier_id: 43fd5101-5e6f-4b63-92fe-c35aa698b367 | carrier_name: Hapag-Lloyd 2981 | carrier_type: Road | average_rating: 3.27 | fleet_size: 3299 | years_of_service: 24 | headquarters: China
carrier_id: 58a73c7d-17cc-4a86-92f9-591d5ac92c16 | carrier_name: Allcargo Express 2982 | carrier_type: Sea | average_rating: 4.47 | fleet_size: 1434 | years_of_service: 36 | headquarters: Japan
carrier_id: 2f734b33-90f3-49cd-9f03-f52aee6316f4 | carrier_name: CMA CGM 2983 | carrier_type: Sea | average_rating: 4.4 | fleet_size: 1104 | years_of_service: 16 | headquarters: Netherlands
carrier_id: 6154d288-f081-42d0-b4c7-69207e6ebade | carrier_name: Allcargo Express 2984 | carrier_type: Sea | average_rating: 4.75 | fleet_size: 160 | years_of_service: 29 | headquarters: Japan
carrier_id: 31aaa678-c50a-40b9-a8fe-23b8cfe84e72 | carrier_name: Blue Dart 2985 | carrier_type: Air | average_rating: 3.1 | fleet_size: 436 | years_of_service: 6 | headquarters: South Korea
carrier_id: 4ddbfd6b-b4f8-437b-aa77-328e528f0109 | carrier_name: MSC 2986 | carrier_type: Air | average_rating: 4.32 | fleet_size: 879 | years_of_service: 10 | headquarters: Germany
carrier_id: 08f76359-01e7-496d-8a68-622b1954818e | carrier_name: Kuehne Nagel 2987 | carrier_type: Air | average_rating: 4.28 | fleet_size: 2351 | years_of_service: 21 | headquarters: United Kingdom
carrier_id: 2b1c3b7f-85a5-4e08-a29d-a4ffb7635c14 | carrier_name: Emirates SkyCargo 2988 | carrier_type: Sea | average_rating: 4.41 | fleet_size: 2777 | years_of_service: 14 | headquarters: United States
carrier_id: 58ecd398-63c1-446c-a9f3-26e88d231c52 | carrier_name: Allcargo Express 2989 | carrier_type: Sea | average_rating: 4.68 | fleet_size: 3924 | years_of_service: 30 | headquarters: India
carrier_id: a1347162-cf59-4688-9e8e-6b4627ac393e | carrier_name: Allcargo Express 2990 | carrier_type: Rail | average_rating: 4.34 | fleet_size: 4113 | years_of_service: 10 | headquarters: United Kingdom
carrier_id: 0025c000-cd85-4f08-a57d-cdd45d1a322b | carrier_name: FedEx 2991 | carrier_type: Sea | average_rating: 4.29 | fleet_size: 3985 | years_of_service: 19 | headquarters: South Korea
carrier_id: 2b0cf3a3-2124-49ce-a516-7c79f1d9c1a5 | carrier_name: Allcargo Express 2992 | carrier_type: Sea | average_rating: 4.43 | fleet_size: 2563 | years_of_service: 36 | headquarters: Germany
carrier_id: 03a53544-d58b-4051-8614-aeb6e0b95921 | carrier_name: Maersk 2993 | carrier_type: Air | average_rating: 3.97 | fleet_size: 664 | years_of_service: 34 | headquarters: Germany
carrier_id: 66b89443-bd23-451f-8334-4a439c58efd8 | carrier_name: Kuehne Nagel 2994 | carrier_type: Road | average_rating: 3.54 | fleet_size: 2685 | years_of_service: 27 | headquarters: Germany
carrier_id: de32a4ac-3b3d-44e3-8ea9-5e58ad02b187 | carrier_name: DHL 2995 | carrier_type: Road | average_rating: 4.1 | fleet_size: 42 | years_of_service: 35 | headquarters: United States
carrier_id: b91f3718-73af-4e52-93dd-01aac036fe0f | carrier_name: Hapag-Lloyd 2996 | carrier_type: Road | average_rating: 3.22 | fleet_size: 2598 | years_of_service: 37 | headquarters: Japan
carrier_id: e88c862d-b9e5-4e75-99e2-5c7ed7c3f671 | carrier_name: CMA CGM 2997 | carrier_type: Sea | average_rating: 4.29 | fleet_size: 2288 | years_of_service: 12 | headquarters: India
carrier_id: 8117e920-3e25-4971-965d-b210ca2feebb | carrier_name: Maersk 2998 | carrier_type: Road | average_rating: 3.37 | fleet_size: 1845 | years_of_service: 11 | headquarters: South Korea
carrier_id: 31fb165c-367f-4f1d-96fa-8a5b394a0d6c | carrier_name: Maersk 2999 | carrier_type: Sea | average_rating: 3.97 | fleet_size: 2025 | years_of_service: 18 | headquarters: Germany
carrier_id: cf9a728c-2b36-466a-af21-3c6154225d6e | carrier_name: Allcargo Express 3000 | carrier_type: Air | average_rating: 3.28 | fleet_size: 3820 | years_of_service: 20 | headquarters: China
carrier_id: 124761ee-f0c7-4f65-bfe8-2dde1c577eac | carrier_name: MSC 3001 | carrier_type: Road | average_rating: 3.92 | fleet_size: 3627 | years_of_service: 7 | headquarters: UAE
carrier_id: 93f64cf0-98ef-4b38-9cf8-6de353f3f181 | carrier_name: Maersk 3002 | carrier_type: Air | average_rating: 3.46 | fleet_size: 309 | years_of_service: 12 | headquarters: India
carrier_id: ee7367da-1d37-4c78-8e16-de7aa2d51f96 | carrier_name: Maersk 3003 | carrier_type: Sea | average_rating: 3.61 | fleet_size: 3867 | years_of_service: 18 | headquarters: UAE
carrier_id: 01aa0c15-6a30-4eb7-9a4e-87d554c38a1f | carrier_name: DP World Logistics 3004 | carrier_type: Sea | average_rating: 4.6 | fleet_size: 993 | years_of_service: 15 | headquarters: United Kingdom
carrier_id: 538813ef-79a2-4ffd-b918-27339eefb422 | carrier_name: Blue Dart 3005 | carrier_type: Road | average_rating: 3.52 | fleet_size: 3339 | years_of_service: 14 | headquarters: Germany
carrier_id: be71c55b-0f1d-4db4-a6fc-96da17009ce3 | carrier_name: Allcargo Express 3006 | carrier_type: Air | average_rating: 3.13 | fleet_size: 3572 | years_of_service: 27 | headquarters: India
carrier_id: 2bb3c739-2402-4440-8a7c-ea760aac7cad | carrier_name: DP World Logistics 3007 | carrier_type: Air | average_rating: 4.75 | fleet_size: 3086 | years_of_service: 38 | headquarters: South Korea
carrier_id: e0cf578a-fe19-4640-adbf-3c5871a9ceab | carrier_name: MSC 3008 | carrier_type: Rail | average_rating: 3.66 | fleet_size: 3630 | years_of_service: 34 | headquarters: India
carrier_id: 8f4c6b3b-24d1-47f4-9c8e-3a0fcaf7d229 | carrier_name: Kuehne Nagel 3009 | carrier_type: Road | average_rating: 3.14 | fleet_size: 2918 | years_of_service: 5 | headquarters: United Kingdom
carrier_id: 04822fba-8163-45e9-ac0b-32bbcb11ad7f | carrier_name: MSC 3010 | carrier_type: Sea | average_rating: 3.64 | fleet_size: 119 | years_of_service: 30 | headquarters: South Korea
carrier_id: b5cb4058-1aa4-46be-85fc-2cf4ca669c8c | carrier_name: FedEx 3011 | carrier_type: Road | average_rating: 3.42 | fleet_size: 153 | years_of_service: 24 | headquarters: Germany
carrier_id: 9b9c6157-c1c7-4fc5-b45c-08bda20e1219 | carrier_name: DHL 3012 | carrier_type: Sea | average_rating: 3.42 | fleet_size: 3059 | years_of_service: 7 | headquarters: United Kingdom
carrier_id: 576e40c8-4231-4781-9586-69add594864a | carrier_name: Allcargo Express 3013 | carrier_type: Sea | average_rating: 4.44 | fleet_size: 3014 | years_of_service: 25 | headquarters: Netherlands
carrier_id: cd1acc23-61e3-4d7f-99fb-be9c0bb4c371 | carrier_name: Hapag-Lloyd 3014 | carrier_type: Road | average_rating: 3.26 | fleet_size: 3767 | years_of_service: 18 | headquarters: United Kingdom
carrier_id: bffe7bdd-2c49-4cd0-8530-0230263e33c2 | carrier_name: Hapag-Lloyd 3015 | carrier_type: Sea | average_rating: 3.28 | fleet_size: 1205 | years_of_service: 5 | headquarters: Germany
carrier_id: 271e7ddb-d652-4080-842e-748176f9b706 | carrier_name: CMA CGM 3016 | carrier_type: Sea | average_rating: 3.33 | fleet_size: 597 | years_of_service: 27 | headquarters: United Kingdom
carrier_id: e330b8e9-7e1b-4f62-a72b-25ff8af33147 | carrier_name: DB Schenker 3017 | carrier_type: Air | average_rating: 4.62 | fleet_size: 3188 | years_of_service: 7 | headquarters: Japan
carrier_id: 7957fafb-6881-405e-bce0-67b56fd94d11 | carrier_name: Hapag-Lloyd 3018 | carrier_type: Road | average_rating: 4.63 | fleet_size: 3271 | years_of_service: 12 | headquarters: Germany
carrier_id: 0e7e663c-6850-468d-813d-da1372b7b407 | carrier_name: DHL 3019 | carrier_type: Road | average_rating: 4.62 | fleet_size: 1674 | years_of_service: 10 | headquarters: Netherlands
carrier_id: 9aa3abb4-58db-423a-84ed-aad84cf0bec7 | carrier_name: CMA CGM 3020 | carrier_type: Sea | average_rating: 4.42 | fleet_size: 748 | years_of_service: 18 | headquarters: Singapore
carrier_id: f1b7e330-2246-4a27-a658-ae364fe96654 | carrier_name: CMA CGM 3021 | carrier_type: Rail | average_rating: 3.49 | fleet_size: 301 | years_of_service: 14 | headquarters: India
carrier_id: 290eaf30-1a91-4414-9170-51ba67ffb94d | carrier_name: Allcargo Express 3022 | carrier_type: Sea | average_rating: 3.58 | fleet_size: 2498 | years_of_service: 28 | headquarters: China
carrier_id: ad44cab9-6e9b-436d-aa40-2539e81587d9 | carrier_name: Kuehne Nagel 3023 | carrier_type: Rail | average_rating: 4.47 | fleet_size: 2129 | years_of_service: 17 | headquarters: South Korea
carrier_id: 077a2250-9644-4293-b4f9-65e6bae0adeb | carrier_name: Emirates SkyCargo 3024 | carrier_type: Road | average_rating: 3.19 | fleet_size: 890 | years_of_service: 20 | headquarters: UAE
carrier_id: bab1a634-7649-40f5-ab13-e33b39793c21 | carrier_name: Maersk 3025 | carrier_type: Rail | average_rating: 4.67 | fleet_size: 1555 | years_of_service: 28 | headquarters: India
carrier_id: 9d678b9d-0f97-425c-874e-aa6c0810dd15 | carrier_name: Allcargo Express 3026 | carrier_type: Air | average_rating: 4.23 | fleet_size: 1518 | years_of_service: 33 | headquarters: India
carrier_id: 92734bd8-e9c7-48a4-ae83-d3068c1e1166 | carrier_name: Blue Dart 3027 | carrier_type: Road | average_rating: 4.5 | fleet_size: 332 | years_of_service: 15 | headquarters: India
carrier_id: 2fe41d1f-bc43-47c2-bae1-7c030a78cb8b | carrier_name: Allcargo Express 3028 | carrier_type: Sea | average_rating: 4.14 | fleet_size: 3839 | years_of_service: 34 | headquarters: United States
carrier_id: c03f19fe-37be-4459-bd3b-ea740c8d9d00 | carrier_name: DHL 3029 | carrier_type: Sea | average_rating: 4.58 | fleet_size: 2633 | years_of_service: 7 | headquarters: United Kingdom
carrier_id: 382efad0-b035-4921-a3c7-82c15de65282 | carrier_name: Emirates SkyCargo 3030 | carrier_type: Rail | average_rating: 4.31 | fleet_size: 967 | years_of_service: 6 | headquarters: Japan
carrier_id: 9563ef4d-5332-4bc9-ba76-573b9b0f24a8 | carrier_name: FedEx 3031 | carrier_type: Sea | average_rating: 3.56 | fleet_size: 37 | years_of_service: 31 | headquarters: Germany
carrier_id: 9e71f8b1-3fef-42f1-ad6c-4374da87b504 | carrier_name: DB Schenker 3032 | carrier_type: Road | average_rating: 3.77 | fleet_size: 2821 | years_of_service: 31 | headquarters: UAE
carrier_id: 2106cb1f-6874-47a3-971c-4309dfb1c20f | carrier_name: DP World Logistics 3033 | carrier_type: Road | average_rating: 4.62 | fleet_size: 880 | years_of_service: 36 | headquarters: United Kingdom
carrier_id: d7534893-8b00-47b4-821a-d53ec6de5a4a | carrier_name: MSC 3034 | carrier_type: Road | average_rating: 3.26 | fleet_size: 2205 | years_of_service: 38 | headquarters: Germany
carrier_id: 73e14eed-ebef-4635-a7dd-02ac909ca11d | carrier_name: Allcargo Express 3035 | carrier_type: Sea | average_rating: 3.72 | fleet_size: 303 | years_of_service: 34 | headquarters: United States
carrier_id: a8e66426-b25e-4a58-a8a6-664037dd3c3b | carrier_name: Blue Dart 3036 | carrier_type: Road | average_rating: 3.79 | fleet_size: 1490 | years_of_service: 35 | headquarters: Germany
carrier_id: 89d0af99-9903-4a0d-a1b2-8bcb06507f95 | carrier_name: MSC 3037 | carrier_type: Road | average_rating: 4.65 | fleet_size: 776 | years_of_service: 14 | headquarters: Singapore
carrier_id: 42ff1ed5-7e4c-4400-84a1-8a61e341b38b | carrier_name: DP World Logistics 3038 | carrier_type: Sea | average_rating: 3.58 | fleet_size: 3015 | years_of_service: 9 | headquarters: Germany
carrier_id: c4fa7977-673e-4779-8435-d7de82cbba5b | carrier_name: Maersk 3039 | carrier_type: Rail | average_rating: 3.35 | fleet_size: 1185 | years_of_service: 32 | headquarters: South Korea
carrier_id: 8c534c49-4924-4970-bf53-4c9fd8a21169 | carrier_name: Blue Dart 3040 | carrier_type: Sea | average_rating: 4.32 | fleet_size: 2089 | years_of_service: 28 | headquarters: United Kingdom
carrier_id: 661dd26c-a29f-4dd5-b6f9-57d4f0548b28 | carrier_name: Maersk 3041 | carrier_type: Road | average_rating: 3.49 | fleet_size: 1583 | years_of_service: 7 | headquarters: Japan
carrier_id: 227df29f-d90b-4a7d-90a6-beffb3cb926b | carrier_name: MSC 3042 | carrier_type: Road | average_rating: 4.4 | fleet_size: 1601 | years_of_service: 3 | headquarters: Netherlands
carrier_id: 3f609d12-2459-419e-8eb1-a1f42f59f2b3 | carrier_name: Hapag-Lloyd 3043 | carrier_type: Sea | average_rating: 4.77 | fleet_size: 2553 | years_of_service: 22 | headquarters: China
carrier_id: 3f448a25-9122-4b3f-994a-682e0ca8eaac | carrier_name: Allcargo Express 3044 | carrier_type: Road | average_rating: 3.4 | fleet_size: 724 | years_of_service: 8 | headquarters: UAE
carrier_id: b48304f9-d35d-4e82-a8ab-64db5d5e3f5c | carrier_name: Hapag-Lloyd 3045 | carrier_type: Sea | average_rating: 3.38 | fleet_size: 4030 | years_of_service: 10 | headquarters: South Korea
carrier_id: 4804fcde-b01a-4b3c-8e22-c7a780e7cfa7 | carrier_name: Allcargo Express 3046 | carrier_type: Road | average_rating: 3.15 | fleet_size: 234 | years_of_service: 8 | headquarters: UAE
carrier_id: 233f8aed-6e55-49c7-9161-cc1137d3ceaa | carrier_name: DB Schenker 3047 | carrier_type: Sea | average_rating: 3.14 | fleet_size: 245 | years_of_service: 37 | headquarters: China
carrier_id: 1cb0e477-5777-435c-bb30-caae3ee905d9 | carrier_name: FedEx 3048 | carrier_type: Air | average_rating: 4.48 | fleet_size: 1784 | years_of_service: 26 | headquarters: South Korea
carrier_id: 83bc9ab0-f3ae-4eed-aabc-a89b6f1c0fed | carrier_name: DHL 3049 | carrier_type: Sea | average_rating: 3.45 | fleet_size: 1871 | years_of_service: 29 | headquarters: Germany
carrier_id: 175db7ae-4e69-4ba4-90bc-c736e7e3b3fe | carrier_name: Maersk 3050 | carrier_type: Sea | average_rating: 4.56 | fleet_size: 812 | years_of_service: 23 | headquarters: India
