Sheet Name: AI_Inference_Log

inference_id: 095fcec2-7a82-43af-9b05-26769481008d | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | model_id: a516984e-2c08-4916-847c-7fe4e5e6164f | prediction_timestamp: 2026-01-01 17:27:00 | delay_probability: 0.06664 | risk_category: Low | latency_ms: 486
inference_id: 456aad64-ebf2-4615-843b-f5db96c0f4fd | shipment_id: 61442010-607a-4b61-a89a-52642ebc3d49 | model_id: bcccd2be-e0bd-4928-b1ff-55c343301e72 | prediction_timestamp: 2025-08-10 22:41:00 | delay_probability: 0.16139 | risk_category: Low | latency_ms: 128
inference_id: 77cbc754-e65d-4bb9-b3f7-3fe3137449dd | shipment_id: c3c96dbd-4be5-491d-965a-87707310a7a5 | model_id: 1199ded0-4f1b-41fc-9003-57530a45348e | prediction_timestamp: 2026-01-15 21:17:00 | delay_probability: 0.3732 | risk_category: Medium | latency_ms: 236
inference_id: 05be5093-02fa-489c-9f94-cea7f330d205 | shipment_id: 4982baa0-56a5-4050-b60a-8ff5fa2e0ae3 | model_id: 864514d5-192b-48d4-ba4e-30c695d0b1fb | prediction_timestamp: 2025-12-23 09:42:00 | delay_probability: 0.09508 | risk_category: Low | latency_ms: 45
inference_id: d6881cc7-c2a6-4406-98c9-1cac5e64c4eb | shipment_id: ac5d35c4-8750-493b-b49c-0e9b1c274675 | model_id: d065cdc5-6b31-40a6-8963-4629b3950bc1 | prediction_timestamp: 2026-01-31 21:09:00 | delay_probability: 0.30023 | risk_category: Medium | latency_ms: 342
inference_id: 54aa8e46-3cb6-4dd9-85fe-b8194c5a4865 | shipment_id: a5a37f1b-d381-4633-8373-b5b46b295a59 | model_id: 3ac36805-ea16-4b4c-b819-db2283cb4343 | prediction_timestamp: 2025-07-14 11:29:00 | delay_probability: 0.18207 | risk_category: Low | latency_ms: 506
inference_id: e91636d4-53c1-4f59-9d37-9d74184f910c | shipment_id: 3d9921e8-932c-4292-a60e-466306db68f8 | model_id: dfcca725-1abf-4702-aa99-e5f564432b98 | prediction_timestamp: 2025-06-30 18:56:00 | delay_probability: 0.04927 | risk_category: Low | latency_ms: 619
inference_id: 527043a8-3b74-40e4-9486-9185f1831404 | shipment_id: d6b21f47-e095-40fc-9bda-885431b9e24a | model_id: 84ce3786-db83-4a23-bb84-c685422c1a2d | prediction_timestamp: 2025-01-05 09:34:00 | delay_probability: 0.02816 | risk_category: Low | latency_ms: 154
inference_id: 59180835-972c-4c45-bc92-3ab7f6cc1ece | shipment_id: 6eb6e62b-d348-4b64-981a-98729c63bc61 | model_id: f792fe2c-b18f-4a7f-8e14-ed0cecdc4d95 | prediction_timestamp: 2026-01-09 08:51:00 | delay_probability: 0.05196 | risk_category: Low | latency_ms: 729
inference_id: 5e882b70-fe2b-42b0-a1ea-61359f0903e4 | shipment_id: 085fb762-4666-4dcf-ba8c-f8f6207dd412 | model_id: ad3b7133-405f-4d5c-8924-d489d0f01d3e | prediction_timestamp: 2025-03-18 11:57:00 | delay_probability: 0.14734 | risk_category: Low | latency_ms: 140
inference_id: 0eaafb10-6377-4bd5-ba53-f51f77dfd1b0 | shipment_id: a6cd6629-35f4-4f4f-bd0c-42576139f41b | model_id: e8464af2-b76a-473c-baaa-3b956cb5bae2 | prediction_timestamp: 2025-07-23 16:19:00 | delay_probability: 0.09689 | risk_category: Low | latency_ms: 426
inference_id: 320cc64a-858b-4ea7-bd60-45ed7278d5a1 | shipment_id: f6651405-814c-48ed-9aa7-85af201e65b3 | model_id: fa9c7646-0be5-4dd1-9f45-750dcf18aae0 | prediction_timestamp: 2025-09-15 12:30:00 | delay_probability: 0.09701 | risk_category: Low | latency_ms: 739
inference_id: e3eebe21-58a5-4dab-a058-f9e7e33615c6 | shipment_id: 096f021f-8db0-4075-b993-a2fba336d92c | model_id: d4d609d4-9b4e-425b-b985-a0665deaa873 | prediction_timestamp: 2026-02-03 17:38:00 | delay_probability: 0.02189 | risk_category: Low | latency_ms: 475
inference_id: 6ebcc51a-eb95-4f81-8fe2-a26089ed33bf | shipment_id: a24d0ea4-cb4c-48fd-b02f-79edb45614c6 | model_id: ff4b0c8a-c6b5-4c69-a7c7-a9d6621eaadd | prediction_timestamp: 2025-03-27 14:20:00 | delay_probability: 0.12553 | risk_category: Low | latency_ms: 269
inference_id: 152813b7-f6f9-40f8-bfe4-65e9991878b6 | shipment_id: c9ef1491-6f72-4d75-a591-5718caf428b5 | model_id: ab2f6b2b-71b5-4463-aa0f-e2a9c90dc19b | prediction_timestamp: 2025-03-24 17:21:00 | delay_probability: 0.12287 | risk_category: Low | latency_ms: 714
inference_id: 3c95a3bd-8de8-4b1c-8104-fe8f54a48e69 | shipment_id: 361f5fcc-8969-4a24-8f4e-e4073d1f5fb2 | model_id: ba3621d3-f3e4-452d-9334-eb63c506027b | prediction_timestamp: 2025-06-21 14:20:00 | delay_probability: 0.2261 | risk_category: Low | latency_ms: 284
inference_id: 58edc592-0709-44b6-8d5a-019fdb584d83 | shipment_id: 60aab254-1865-4b08-beae-4cebad49e3f7 | model_id: 7315cc86-5479-4a51-a484-c325db170295 | prediction_timestamp: 2025-09-11 16:47:00 | delay_probability: 0.48205 | risk_category: Medium | latency_ms: 666
inference_id: 3da5c668-a2c4-438e-b48b-d669bc440b8d | shipment_id: d3fd7345-0384-410f-9226-560fb81ea5df | model_id: 60fdc513-f6e4-4fcf-a060-962d86971ae8 | prediction_timestamp: 2025-04-14 18:11:00 | delay_probability: 0.19083 | risk_category: Low | latency_ms: 143
inference_id: 98887f49-f340-4835-b8e9-234aed9524fe | shipment_id: 75408aaa-534d-4bc8-8634-06dcb1a23a31 | model_id: 573cdf02-6c74-49cd-a02b-08e80f79abbf | prediction_timestamp: 2025-11-11 14:05:00 | delay_probability: 0.12205 | risk_category: Low | latency_ms: 77
inference_id: fc3faef0-ee06-4230-b295-192e1729905e | shipment_id: 6796bcf7-4aef-42b4-a3d1-b4b597726e89 | model_id: 28a1c122-1200-48ec-ac69-20057c4b9af6 | prediction_timestamp: 2025-06-07 14:43:00 | delay_probability: 0.4305 | risk_category: Medium | latency_ms: 560
inference_id: 6e396c3e-1c3f-49b0-817c-e8337c0a4303 | shipment_id: c3fcaf06-35eb-4d97-b325-5372eeafd580 | model_id: c90b7b61-4d19-4905-9ff0-eb6109b20afc | prediction_timestamp: 2026-02-05 14:00:00 | delay_probability: 0.10073 | risk_category: Low | latency_ms: 363
inference_id: 416f4aed-eeed-43a9-a7dc-761ced3fa64c | shipment_id: ea88fca4-92e8-4982-a22f-8395ab3d37ce | model_id: cd3244e7-35ce-467f-a520-2fa3322a7a78 | prediction_timestamp: 2025-04-11 09:41:00 | delay_probability: 0.11039 | risk_category: Low | latency_ms: 723
inference_id: 78ed8e93-4efe-4e01-91a2-88bbab76912c | shipment_id: 2cc83476-b1dc-411a-b104-a807d84fe666 | model_id: 7051c34f-87be-4c10-9d7b-16dd4a6ef36e | prediction_timestamp: 2025-03-10 17:08:00 | delay_probability: 0.10079 | risk_category: Low | latency_ms: 475
inference_id: fe4daa6a-a60b-47c4-a1d6-6c2679fbf3cf | shipment_id: bc846fbf-0391-4d8f-8962-7fe47f65ae91 | model_id: 01178030-d3f0-48cf-bb1a-bb6a2c13496b | prediction_timestamp: 2025-08-05 11:51:00 | delay_probability: 0.13209 | risk_category: Low | latency_ms: 380
inference_id: 3555ed25-8a05-4091-9f8f-390598f5820b | shipment_id: 5b37cf6f-54ad-4d17-a473-69887e3ccad3 | model_id: 8ca5d5b7-620e-4ea7-a294-56def35f9431 | prediction_timestamp: 2025-05-19 17:40:00 | delay_probability: 0.13694 | risk_category: Low | latency_ms: 187
inference_id: d1fbda27-206d-4c55-bb69-970e296cf2fd | shipment_id: e977180e-5f22-4bb0-9168-6ec5dbc7a5df | model_id: 06c5cacb-8576-40a5-b594-9a9c291fa6b3 | prediction_timestamp: 2025-02-24 18:05:00 | delay_probability: 0.22981 | risk_category: Low | latency_ms: 550
inference_id: 94b590a5-6369-43f4-97bb-454085bf0bea | shipment_id: 95b7b023-54ff-4034-8ae4-5f030dcd072e | model_id: b67b21db-ef74-4b48-8275-e21d58f2bde9 | prediction_timestamp: 2025-08-12 21:26:00 | delay_probability: 0.46291 | risk_category: Medium | latency_ms: 606
inference_id: af026400-0b68-4ef7-81b2-172fb019c272 | shipment_id: c393a0e2-7490-4db4-812b-964c372c5b61 | model_id: 2c945140-1522-4a9d-bc54-a2ed734a06a6 | prediction_timestamp: 2026-02-21 16:04:00 | delay_probability: 0.22532 | risk_category: Low | latency_ms: 206
inference_id: 05190050-48bd-41a1-a288-d0672a4647c8 | shipment_id: be34ae3d-8b52-4368-8371-712c930ce350 | model_id: 867ab72b-9a41-4acc-8c01-76f4e712384a | prediction_timestamp: 2025-11-30 21:04:00 | delay_probability: 0.09822 | risk_category: Low | latency_ms: 348
inference_id: 5cfc33cb-d3ca-40fe-a119-7d6b542f84aa | shipment_id: b5246a9f-4a8f-4394-820d-3b72d2e4cee9 | model_id: 1b9b9f5f-09d7-4f52-ae00-1486e4642db8 | prediction_timestamp: 2025-06-15 15:45:00 | delay_probability: 0.22722 | risk_category: Low | latency_ms: 482
inference_id: 28cffa11-ea17-4a0b-bfc6-dea059340b12 | shipment_id: 51ec06ca-9ab4-4982-b35a-ff8dde099f36 | model_id: ca499cc5-7237-48ad-bc23-92206f6a3f19 | prediction_timestamp: 2025-05-17 22:28:00 | delay_probability: 0.45015 | risk_category: Medium | latency_ms: 424
inference_id: f5403d17-e595-4ba5-981f-c8f5f08ec1ec | shipment_id: 6beb3147-cfa2-46c2-902d-eac721d17db6 | model_id: a792dfe0-781f-4e73-b98b-e9151382ed38 | prediction_timestamp: 2025-05-02 10:02:00 | delay_probability: 0.16809 | risk_category: Low | latency_ms: 376
inference_id: 7b85ebc2-3d78-4000-b03d-0015ffe74bdc | shipment_id: d7ca0ab8-8e00-4d8b-8bb3-3b4b25de82ea | model_id: b090fc9d-7c01-496b-9ccf-73e23e2df63c | prediction_timestamp: 2025-09-02 21:00:00 | delay_probability: 0.13503 | risk_category: Low | latency_ms: 771
inference_id: ef56e99e-a7db-4ab2-bf9a-9974f83ea547 | shipment_id: e41e6dc6-d001-4c4f-a299-f4fa0780521d | model_id: 653fc3f1-d7a7-4bee-a43e-33d267c897e9 | prediction_timestamp: 2025-12-28 17:52:00 | delay_probability: 0.6216 | risk_category: High | latency_ms: 716
inference_id: 079c32fa-b609-432b-9274-2656c11d37bf | shipment_id: da44280c-7d7c-45eb-a9ea-aeb25e638a68 | model_id: 8fd5a693-bf1a-4cae-aa71-72c408a49fdf | prediction_timestamp: 2025-10-04 17:42:00 | delay_probability: 0.76207 | risk_category: High | latency_ms: 628
inference_id: 46097035-ef98-4911-8a16-530fd2004bbc | shipment_id: 84f0e828-f129-4a43-8dd6-6453c38d73ac | model_id: 4ddb6e27-b456-4554-af78-f28e0c21fea5 | prediction_timestamp: 2025-10-02 17:06:00 | delay_probability: 0.17627 | risk_category: Low | latency_ms: 373
inference_id: f0750aff-735f-4971-a53b-1ed876216757 | shipment_id: 07c5a6ca-36e6-404e-bf0d-22148e614779 | model_id: 085cf027-8b5c-41a0-a178-58ccacfd7a0b | prediction_timestamp: 2025-04-23 15:47:00 | delay_probability: 0.08279 | risk_category: Low | latency_ms: 662
inference_id: 032d81b8-6d1a-4ff5-859b-214a276d708a | shipment_id: 66e94aa9-4221-4b46-b0f8-416b966bec50 | model_id: 885530be-1237-4c6e-8229-42be798f5f6e | prediction_timestamp: 2025-03-16 22:02:00 | delay_probability: 0.23974 | risk_category: Low | latency_ms: 241
inference_id: 98709ea2-b01b-4bd1-8c10-8a07dfd0ed25 | shipment_id: d35854c0-7056-4663-968e-70a7d31c97cc | model_id: 4ed44c20-ee15-4cfd-863c-9fac1a457666 | prediction_timestamp: 2025-03-27 13:56:00 | delay_probability: 0.31271 | risk_category: Medium | latency_ms: 650
inference_id: a0e207bd-8f2e-4d78-94fa-2b82517558b5 | shipment_id: 2deb2e06-3fad-4d62-8e3e-f0633ee7eb36 | model_id: b44c7100-887e-49f7-834e-466032fe265e | prediction_timestamp: 2026-02-06 17:42:00 | delay_probability: 0.29703 | risk_category: Medium | latency_ms: 144
inference_id: 7dfae9cd-984e-4b3b-ba13-42b9ca5b5093 | shipment_id: 35cb02f9-1b5e-44c2-a8a5-4b036dbfbb03 | model_id: 60d65f7a-d805-42ba-8d4b-2ba45fb742d7 | prediction_timestamp: 2025-10-06 16:03:00 | delay_probability: 0.13246 | risk_category: Low | latency_ms: 744
inference_id: 631fa00c-a41f-44b5-8041-1c9601634ad5 | shipment_id: 43347169-7a3b-482c-8509-1e9e5bcf3ae2 | model_id: 7c1660e5-efe2-462e-a2f7-3847a5b4e5c5 | prediction_timestamp: 2025-05-14 16:48:00 | delay_probability: 0.16331 | risk_category: Low | latency_ms: 320
inference_id: c1766a4a-452a-44ec-97da-a7b387e45b54 | shipment_id: 03866e3e-5c48-43f0-aea4-d2396a5b7f8f | model_id: c25bef02-9088-430d-8ec3-5639721f096f | prediction_timestamp: 2025-12-13 12:19:00 | delay_probability: 0.65673 | risk_category: High | latency_ms: 652
inference_id: f5d72d5b-ac84-47ba-9fea-da0838811e40 | shipment_id: 557a1029-d8a9-49da-b8e6-c4f5b2e513b1 | model_id: f9516056-7345-416a-b0f0-3d945ab7f288 | prediction_timestamp: 2026-03-08 19:14:00 | delay_probability: 0.30597 | risk_category: Medium | latency_ms: 267
inference_id: 3c041cbd-3467-4586-8fc2-ea43d356e02a | shipment_id: fb2b0213-75d0-4240-9930-e7ac77cccc61 | model_id: 2a2cea46-3497-4e95-89b5-4271e7f6f16f | prediction_timestamp: 2025-01-27 20:56:00 | delay_probability: 0.1692 | risk_category: Low | latency_ms: 317
inference_id: b79a6c61-d01f-468c-9af9-6f69b716d98d | shipment_id: 0a5c1e00-4591-4e69-a727-a03820fadef4 | model_id: abba0f9e-72a9-4b1b-838f-9af04f6586b3 | prediction_timestamp: 2025-02-02 19:47:00 | delay_probability: 0.35766 | risk_category: Medium | latency_ms: 69
inference_id: 32520357-d112-4fd9-b151-9565df1cabfa | shipment_id: 4bb0bf1f-a5fd-46ab-aaeb-973cd505ab6c | model_id: f872eadb-d579-41c4-aa45-bf9aa9ba9fcc | prediction_timestamp: 2025-08-31 20:54:00 | delay_probability: 0.36431 | risk_category: Medium | latency_ms: 234
inference_id: 8e118c0f-7951-4228-9c37-b96537b2cced | shipment_id: e814fea2-2512-4269-b68c-ccce9ca7f9b5 | model_id: 830773fa-f1e3-4944-836c-dc931ef0685d | prediction_timestamp: 2025-04-07 11:42:00 | delay_probability: 0.20007 | risk_category: Low | latency_ms: 182
inference_id: 2e79fba1-52a1-4a83-a067-23809c17ad2c | shipment_id: d1e2b56b-b719-41b9-8dc2-5a5af9bb66a5 | model_id: ed0c7fbd-ee77-44f9-ad9b-95f37260c6c2 | prediction_timestamp: 2025-11-18 13:26:00 | delay_probability: 0.07065 | risk_category: Low | latency_ms: 353
inference_id: 6e28a5b3-e0b9-44eb-a977-f007317659b2 | shipment_id: e7881c98-8bda-4a90-92d5-cd9ace249db6 | model_id: 142dbae4-6e40-4e8a-9089-1da266a1f531 | prediction_timestamp: 2025-05-07 16:04:00 | delay_probability: 0.38382 | risk_category: Medium | latency_ms: 192
inference_id: 2dff31f1-ff8a-4a7d-b4dd-d4303794f1a8 | shipment_id: 8a53d801-5ba0-4826-90d6-07c15d8bc26f | model_id: 76b52ae8-0840-4d67-98c0-d691bcd71162 | prediction_timestamp: 2025-09-07 13:58:00 | delay_probability: 0.12604 | risk_category: Low | latency_ms: 761
inference_id: 2b19a23f-59c0-4f41-af5c-20c7a427ea96 | shipment_id: c711d4c6-e565-41ac-b59a-1edaeac8cd4e | model_id: 88e1dcb3-1f28-4c2e-94af-77ccb11d5f6e | prediction_timestamp: 2025-07-18 17:12:00 | delay_probability: 0.1807 | risk_category: Low | latency_ms: 517
inference_id: c7f0be16-4f9f-4b7e-8ced-0600725443eb | shipment_id: 9971e46a-b649-4314-8fa6-9add275607e4 | model_id: 2bc6f186-cb74-4949-9644-772596af9457 | prediction_timestamp: 2025-11-19 22:47:00 | delay_probability: 0.57612 | risk_category: High | latency_ms: 218
inference_id: 4a77eecf-5074-4d55-95e6-c7ffce00b86f | shipment_id: 7f93ad13-fd65-4da1-a00e-408f8a536129 | model_id: b413db27-b35e-4401-b90a-2a2c5b06f99e | prediction_timestamp: 2025-01-12 15:37:00 | delay_probability: 0.15579 | risk_category: Low | latency_ms: 442
inference_id: c2620274-7f71-45c7-bb6a-9b52171c7cc7 | shipment_id: 9349b7b0-90ae-44cf-88be-9d43c5c7c111 | model_id: 89fe748b-e5e5-434d-9316-2338acdab409 | prediction_timestamp: 2025-08-08 18:14:00 | delay_probability: 0.24051 | risk_category: Low | latency_ms: 151
inference_id: bd1d42bb-0ef8-4b40-80a1-54382cb4429c | shipment_id: 13c082cb-ec05-4802-884f-fa03a119b18f | model_id: 8513bbff-d28e-4c31-a362-25efbf351a80 | prediction_timestamp: 2025-01-26 18:25:00 | delay_probability: 0.22629 | risk_category: Low | latency_ms: 432
inference_id: c5af5e57-01d9-47a6-8c11-4a87fd080848 | shipment_id: 5fe094e2-c609-488c-abc9-30ab673048d4 | model_id: 59951242-5d49-476a-94b5-8dcff29ae826 | prediction_timestamp: 2025-04-22 17:01:00 | delay_probability: 0.23984 | risk_category: Low | latency_ms: 520
inference_id: 161c01a1-c01d-4e79-aa6e-7e63f7b5c5c6 | shipment_id: d068cce4-85a9-4b4f-81c7-ffc214f8bb0f | model_id: e76a5bdd-b5ee-496a-b2ef-642cf0d9fcf5 | prediction_timestamp: 2026-03-19 08:41:00 | delay_probability: 0.3559 | risk_category: Medium | latency_ms: 419
inference_id: 245a0320-274a-4bfd-94d8-27e4babdd548 | shipment_id: 801eb37d-2a1a-4297-b5e7-406832ea01fc | model_id: adefa2ec-71bf-41ec-b4c4-477cac1580fd | prediction_timestamp: 2025-12-13 12:54:00 | delay_probability: 0.21038 | risk_category: Low | latency_ms: 76
inference_id: adaf8b50-d30e-4c3a-9396-b7527b61b9bb | shipment_id: e4a581b9-4356-4388-a9ef-ab19f00a65a9 | model_id: de6ded0c-51f7-4737-8d70-35b1394d635c | prediction_timestamp: 2025-11-18 19:32:00 | delay_probability: 0.05103 | risk_category: Low | latency_ms: 535
inference_id: 11a077c0-9c14-458d-880a-cc0d66ca1e4a | shipment_id: b2a88d8b-b005-4a75-80a5-d6febda250a9 | model_id: 9f711052-d3ac-48bd-8541-4c0494f5ac1f | prediction_timestamp: 2026-01-08 18:45:00 | delay_probability: 0.49903 | risk_category: Medium | latency_ms: 422
inference_id: 19d775f0-e842-466b-9871-35ae3900c63d | shipment_id: 9e6acdb2-f328-4c87-8e13-e74ab2175b3c | model_id: b5330d5a-a0b3-40b1-900d-7e44fd2da35b | prediction_timestamp: 2025-02-24 11:10:00 | delay_probability: 0.26325 | risk_category: Low | latency_ms: 343
inference_id: 7f28b8b6-d926-4f1d-8ab1-de55413d9f16 | shipment_id: c6c5e3a9-fc2e-4170-b689-04de63dfb3e3 | model_id: aa015caa-2105-44ce-af84-abac4392cbda | prediction_timestamp: 2025-03-02 16:04:00 | delay_probability: 0.045 | risk_category: Low | latency_ms: 629
inference_id: 0a314e97-b601-40c5-8164-c924d7bcea8a | shipment_id: 96ced1e5-b7a9-4355-9cce-e5738007d6e0 | model_id: 08835725-01e9-4c3b-994e-7b6c9ee1d0d9 | prediction_timestamp: 2025-02-22 20:34:00 | delay_probability: 0.3752 | risk_category: Medium | latency_ms: 650
inference_id: 2ed31824-0995-49b4-a04d-d405c8e4eef0 | shipment_id: 66f9c719-a604-4a54-8848-6d331dc14987 | model_id: a25790b8-414b-4915-8a8c-ff6d03a74b8b | prediction_timestamp: 2026-02-02 12:24:00 | delay_probability: 0.21156 | risk_category: Low | latency_ms: 442
inference_id: f24997ac-b1c1-4da3-8394-9d280de188ea | shipment_id: 576de675-c6a7-4b70-8d69-2db6057e0e32 | model_id: 70257ccb-246d-4ceb-b175-166ae63f23a8 | prediction_timestamp: 2025-05-30 15:34:00 | delay_probability: 0.19151 | risk_category: Low | latency_ms: 739
inference_id: 30b2bc8a-4714-4288-a871-5f79f1d2a43b | shipment_id: 154738b6-aa31-4235-af78-f93b7b78b969 | model_id: d8c2ba22-37b4-48b1-a2d3-2e6d4eaaaff8 | prediction_timestamp: 2026-02-09 14:23:00 | delay_probability: 0.32539 | risk_category: Medium | latency_ms: 780
inference_id: fda785be-1814-42b5-9d72-8f5361ffdab3 | shipment_id: 4360fe3c-8db1-45ec-add0-67d3c11aed5d | model_id: b744f5a7-4c35-4433-8996-acf12f549d19 | prediction_timestamp: 2025-12-02 18:52:00 | delay_probability: 0.78081 | risk_category: Critical | latency_ms: 618
inference_id: 867edb49-6379-40f7-8fb8-e9a49cc27d03 | shipment_id: b5dbde4b-eff2-453e-ae8d-9ce1ab748b57 | model_id: 842b0bee-767f-487c-bd28-f73104a434ef | prediction_timestamp: 2026-02-12 14:35:00 | delay_probability: 0.17707 | risk_category: Low | latency_ms: 94
inference_id: 3154b5db-d5d0-457d-94e7-57e22392c989 | shipment_id: ac62351f-b097-4144-8d1a-6f5ed269b186 | model_id: 9bb8994f-bcfb-4d04-8d28-2046fcf92b18 | prediction_timestamp: 2025-10-26 20:04:00 | delay_probability: 0.66485 | risk_category: High | latency_ms: 366
inference_id: 41b0ac1b-1cb4-4657-85c2-18246af2edfe | shipment_id: e012b0c1-fb88-4cb4-866c-2334f479194e | model_id: 7a800626-c78c-4330-8c8d-d1c5a3e89e44 | prediction_timestamp: 2025-04-08 10:34:00 | delay_probability: 0.07651 | risk_category: Low | latency_ms: 735
inference_id: fc701811-d667-4180-a928-0a7579d9e56e | shipment_id: a41fb3fb-5fe2-49d4-862b-a93dd6286828 | model_id: 0ede1acb-242e-4b97-87bd-53666a0807fa | prediction_timestamp: 2025-03-23 17:57:00 | delay_probability: 0.13129 | risk_category: Low | latency_ms: 181
inference_id: 87acc11e-debc-47b7-aae0-95a64461ce09 | shipment_id: 6ce663ac-3cf0-4fc3-b92b-fbb42905803f | model_id: be018820-e29f-4bc1-9118-e8b3bea97d2e | prediction_timestamp: 2025-11-29 16:56:00 | delay_probability: 0.50671 | risk_category: Medium | latency_ms: 175
inference_id: a674223a-9db2-475b-9c6b-005261cbc48d | shipment_id: 3d168aa2-5b81-4099-98de-3c8099bcba1d | model_id: b0e4c2a2-1dcc-44e2-b090-83021c6d17d2 | prediction_timestamp: 2026-03-15 16:08:00 | delay_probability: 0.58619 | risk_category: High | latency_ms: 581
inference_id: 39ff9410-609c-4e7f-b2d2-66b32ed1693a | shipment_id: b25814e4-ea9b-4c7e-9161-1397c82ba0ce | model_id: 8adfa536-c5ab-4616-9185-7fbed7d84c2f | prediction_timestamp: 2026-02-01 11:33:00 | delay_probability: 0.29712 | risk_category: Medium | latency_ms: 737
inference_id: d726d640-f22c-466d-a6c0-69fdd57fcb0b | shipment_id: 138bda52-5a95-4e44-ba78-96c7417673bd | model_id: 4131f916-f50f-4324-bd28-a6cc0a0283fd | prediction_timestamp: 2025-02-20 17:39:00 | delay_probability: 0.21307 | risk_category: Low | latency_ms: 475
inference_id: 47fb3d72-5734-43ed-808b-87ec848c99c0 | shipment_id: ef760213-cfda-415e-82b4-5a65e8f71379 | model_id: d6337087-f0c7-46a6-a9ac-4f0097d7259e | prediction_timestamp: 2026-03-09 19:37:00 | delay_probability: 0.68968 | risk_category: High | latency_ms: 309
inference_id: f7a698e0-3506-4915-b682-229c74e1d13e | shipment_id: 83f79cac-3bf0-426a-ad15-c7af681caea4 | model_id: 218afe41-b12c-40bb-a1dc-0ed8a98cc811 | prediction_timestamp: 2025-12-30 14:43:00 | delay_probability: 0.044 | risk_category: Low | latency_ms: 336
inference_id: fce52eb9-f0dd-40a1-beeb-fdb9750e6520 | shipment_id: 446bf17e-c574-492a-9322-07149480269e | model_id: 104219a8-a9fb-48f6-bd51-966c39920174 | prediction_timestamp: 2025-05-31 14:23:00 | delay_probability: 0.11631 | risk_category: Low | latency_ms: 307
inference_id: 02105d70-e63c-4cd5-a325-561ff758c0fe | shipment_id: 1cbfb23e-fdb8-404e-87aa-330a1e04eccc | model_id: 9c19bd6f-4683-4013-8a0b-e5e481da84fd | prediction_timestamp: 2025-12-28 15:02:00 | delay_probability: 0.10395 | risk_category: Low | latency_ms: 277
inference_id: 59f624e0-fe9c-4cff-9ef0-8262384c16e6 | shipment_id: 946e35c4-f143-4e65-8dda-5b2096ce37ee | model_id: 399ab654-10c6-4af3-b85a-1191cd79fa08 | prediction_timestamp: 2025-06-20 17:12:00 | delay_probability: 0.06535 | risk_category: Low | latency_ms: 45
inference_id: 282a17f6-07ce-42f5-8acf-facef140fe1f | shipment_id: b4a97726-eaa4-4584-8242-3137db2937fd | model_id: a8027bf8-c65e-4994-b871-feb656d15434 | prediction_timestamp: 2025-09-29 09:04:00 | delay_probability: 0.15184 | risk_category: Low | latency_ms: 391
inference_id: e4ebd9ce-324e-4efd-a3d7-aae451f136f0 | shipment_id: 2cf68fda-b236-4d3e-baef-bd0067e1dd2d | model_id: dc65150f-e04c-407a-b03a-f4ba70b05f25 | prediction_timestamp: 2025-03-29 12:36:00 | delay_probability: 0.30158 | risk_category: Medium | latency_ms: 255
