Sheet Name: AI_Monitoring_Alerts

alert_id: 6bdb5358-2bc5-47ca-88fc-2d7ee42bfccc | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | inference_id: 095fcec2-7a82-43af-9b05-26769481008d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 0c4beff9-dd4c-464d-85b5-015a61592232 | shipment_id: eb90f8ca-5c5e-4cf8-942a-d65b9c1d8fd1 | inference_id: 4de49fae-942b-4cc1-854e-f6599ae21890 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 15b19213-5b37-4a47-a363-9f9304eda3f0 | shipment_id: 191fe38a-84f0-4897-83f3-9a017c58ff3b | inference_id: 3f5bfa30-5b80-4fd8-9c6f-d695c945ec2d | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: f1d89a74-8309-487a-a6a4-334f47a41c6b | shipment_id: 7412c2d3-27ea-4c30-82a6-52ec50628f39 | inference_id: 1e6701aa-d20c-4099-83bd-dc1d74bda959 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 3267736a-7b07-4fc5-a406-6eab0ddcceaf | shipment_id: 73a69323-1d7f-42d2-849c-be60d0644392 | inference_id: 0b9ba958-a167-4958-8242-a8401c036423 | alert_type: Delay risk | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Acknowledged
alert_id: 8aa3395f-7e6d-488a-bd95-0ab191d815e8 | shipment_id: 6cfe3c87-a603-4517-9471-1a5c2bff4922 | inference_id: eec35e5d-80e3-4005-9f68-9325bba7a79b | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 585b6ac7-414b-4ea9-844d-106595fee56e | shipment_id: 944b0f0f-5828-4038-b55e-3782cd646852 | inference_id: ffbddce8-b892-462d-b5ea-365d46c63688 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 74ff7738-15c8-4029-ba9a-087cfc28e3fe | shipment_id: c4288638-6002-4895-b2a2-2532892a5873 | inference_id: 7f7dcf90-f199-4466-a0cd-96c19bc2eace | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 70d24959-150f-42f9-89ec-5a4e1a34e326 | shipment_id: dc3c6115-c547-47b6-a02e-d6a0d3aab8cc | inference_id: d3dab3bc-f100-4736-8b47-6f622af47b61 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: f49d416c-8456-45f2-ac45-9f15627a5e27 | shipment_id: edfb13c9-5c5c-4efa-ac76-6a249f734b1b | inference_id: a27b9627-a069-46e3-b639-cfc7a8ce1128 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: c83a029f-7509-45e7-8eb9-b8c59eef35d9 | shipment_id: 577c2cd1-818c-4499-be55-334e5e7baac5 | inference_id: 85dde85e-bf7a-4794-bf7a-efec5ad08ca2 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 7c1932c9-f0d4-4e12-8e4a-551b34e9b90a | shipment_id: ff378584-ae85-409c-9049-0d9b8b25a168 | inference_id: ed6634a5-9e49-4fa4-92b8-878030e0a508 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 806e6ab2-0b81-4621-b90b-7e8c8ed817b5 | shipment_id: 780270c0-a7e2-4ac1-a62d-b9040b3a11bb | inference_id: 0397a60c-e507-4410-86db-dd819729d3ff | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: d6a21508-2955-497a-bc1c-23b7387f3407 | shipment_id: ea76f869-1f9d-43e9-9684-95e644434ab5 | inference_id: 73b763c5-b9c3-466d-8988-44118dc6ecd7 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: e64a7139-6eb9-4689-93c7-d43b59675c02 | shipment_id: e7e53f76-9c14-4422-af6b-a831187c2ea7 | inference_id: 53060626-2de0-4986-ac38-2dc11cfeb8e5 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 6da05ab6-884a-4004-84e8-78ecdf664f8d | shipment_id: 103b51ba-50c7-41ba-a79c-850e5c583c38 | inference_id: 1feada6d-c53d-4f68-b70d-62182f4ca7d4 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: c5a71c06-1767-4049-850f-c87006df5c0d | shipment_id: 3ea44901-2d7b-4a8b-b93d-94466cf17827 | inference_id: f13525e6-56d5-4dea-a3fe-287a9d443dbd | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: c6ab9675-375c-4959-b0ad-6bad2a8aa73b | shipment_id: f00cca3f-8191-49ab-9441-e8534a7828fa | inference_id: 797477f2-2f3b-453e-9b13-42c18b0c5383 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: b54df286-6ee1-4778-bd69-8e78ce39d54b | shipment_id: ceba6c0e-8603-4529-9541-6e0f83ca1b4d | inference_id: 9f3bad45-cebd-41f5-bf9d-3ebbba3b7788 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 21eb421b-68e0-4b6b-b1a7-1ee84c47e05f | shipment_id: c0d5bad1-7e77-47ec-9993-c00c937b14d2 | inference_id: 8975c09c-ca09-4bd8-b31f-9bbf13d90339 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 98b686ab-886a-4105-be92-2d8f2a6e0325 | shipment_id: 6360b19c-ca79-450a-b40c-1a8c5da9f710 | inference_id: a60ab8a7-d57a-4f08-85b2-62ae8c596d68 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 076ad6e0-670b-4cec-9d3f-5bbc068dd042 | shipment_id: d5fa79d0-4747-484f-a2f9-bd89e7ba0222 | inference_id: 5858cd5f-e4c5-457c-af47-6db2789db873 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 555fb7d1-4247-4413-b822-7285b6fbb19d | shipment_id: 66da8ae7-0799-4db5-a7e3-41587b2158bd | inference_id: 39c6decc-31aa-434c-a500-759f935ac778 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: ddc5b654-0154-4ab7-824e-e2d6110bfd25 | shipment_id: 7c9c0f2b-dde6-4eb9-ac7b-7613ec28c744 | inference_id: 06dbb967-c82b-4b59-bc74-93ba2856f1fa | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 986a80fc-083f-4485-94ca-8a3f09ca6f55 | shipment_id: 25cd962f-8773-4c20-9037-5e61103c10bb | inference_id: 0393a148-186b-472a-9348-3b2c9ac65dbe | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: d501b916-87fd-4f20-be98-624912da175a | shipment_id: 75c53893-28b0-45be-9002-3e92f9ef35fe | inference_id: d2cbd061-d0b4-4fc4-be3f-f247c6e7f149 | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 75cda4c6-6413-49d9-a2d0-0df72d4cb1b0 | shipment_id: d11529e1-5c7f-40fc-b991-ce8c93690393 | inference_id: 2717ac60-75a4-4529-93da-9bd6baccb683 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: d419ee66-1b96-4451-a5ef-34bf44358ff4 | shipment_id: 8e195477-b47a-43b5-aee2-ae6eae252d1b | inference_id: b1d85154-3636-4b55-9a7c-81ec76cb9573 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: f9577b55-f0ef-42d0-beb2-2443ad33eb5c | shipment_id: 758f238c-3a26-41ba-95da-95105b09554a | inference_id: f7ee9734-122e-47a7-b483-26703878087e | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 88865098-fc10-4de4-a900-eb6f482853aa | shipment_id: dbdb1359-37c2-4acf-b855-1c7940b8a61f | inference_id: a0d3ca42-08a2-4a45-b0e4-e44cdc31a4f7 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: 2f975e70-8b9e-4a68-bec9-b4fe64497d81 | shipment_id: 4bd56ae1-e29e-4c5f-9020-8e22810b3a3e | inference_id: 68133d9c-2ce3-45ee-bf73-c6e51f422acb | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 838dd456-c93d-4ac3-9b34-2eeb88e5b3bf | shipment_id: f9a5e338-612b-4277-b3e5-b217f5052b69 | inference_id: 87838f6c-ed6e-43fb-a106-854d48df33db | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 5290e3ed-cdce-44cc-bb32-eb22fcc36141 | shipment_id: 59c91d80-c10b-4ab9-a42f-6cca9997e1e2 | inference_id: aa179fb1-8df4-4999-8a9a-a8b7a9bb9d38 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: cb6471c3-32c8-454d-b5d7-5dbbb322e956 | shipment_id: 69f82d20-3011-42d2-b151-436ec9afbbbf | inference_id: 37175c3f-bda0-409f-8a4a-8b7b925e96b8 | alert_type: Model drift watch | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 82d0dc94-3361-4576-89e9-98f607879c31 | shipment_id: f2a2bec3-4db3-42a5-add3-99d1bbbe8df2 | inference_id: fdba8dd6-e326-4362-af44-758e3970bd4a | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 1ebb99b2-e8c0-435d-b5be-7034cc10f8d7 | shipment_id: 7b48b5fa-3361-4369-b045-89bb5577482f | inference_id: cced1dd9-0f12-4eb2-a666-882e48f3fc71 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: 506762be-84a3-4f1e-9679-d24fa2956902 | shipment_id: a0de7924-4f0a-41d0-9903-b102730aca78 | inference_id: 8c604313-cf55-4dfe-ae48-31fab6ffe8dd | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: a9335147-1568-49ac-a7db-f6331cfe0bea | shipment_id: d952f5ba-ce31-4a85-aedf-2e6c78bf7729 | inference_id: 3d050455-f595-440b-900c-fd8fc7954d38 | alert_type: Model drift watch | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 83731017-b139-458c-91dd-9c2d6a8e2a40 | shipment_id: e25e4fab-e213-4df1-847a-d9a004b6c672 | inference_id: f023c4c4-a115-4ba0-9097-427251e07445 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 6ccf168b-b599-433f-bd58-a99483216e10 | shipment_id: 1f111f2c-da6c-4341-b355-9ee0aadfeb06 | inference_id: f7dc43fe-a26a-4885-ab0d-67bc25f589c0 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 4ca7188b-188c-4634-a4ce-f2192c1cf1da | shipment_id: a2855800-6d8c-453d-9b65-6172d17010ac | inference_id: 26d6e5d8-15a1-4b28-8d86-5d7233e64ad2 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 95c49820-7c9d-43ec-bbc6-c3395a43d014 | shipment_id: 3917879e-5ac6-4ddd-99bc-9888f03a0e9e | inference_id: 48f11463-2f64-4df1-859e-70f014301c2b | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: a137515f-81f3-46c2-afd2-3a94429106f0 | shipment_id: 7d02e36e-a619-44c1-a66b-aaa5a0cb18d4 | inference_id: 8dc5d491-fb30-41c0-97e8-807c21a3e3ad | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 9661d575-6973-4d13-8163-d374b2bb8ab0 | shipment_id: 68e4edc0-29c1-4988-9448-356081077627 | inference_id: 65688fac-a918-4a12-a144-f942b2310847 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 60b288dc-eba8-434b-bce7-9b076f22696e | shipment_id: 170afafb-872d-4662-9f14-b4987f59e842 | inference_id: 2ed05ec1-df87-4a2f-a892-c6984be8a081 | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 3df07451-e806-4964-a188-70685ef6fa65 | shipment_id: 7074da33-fe68-4549-bf89-24cdfef3d491 | inference_id: b83349d2-04aa-4c24-92dd-ff793c097850 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 692c59f6-b0ac-4224-843f-7a30c718b661 | shipment_id: 3a3293bd-2446-4e5e-b733-51b076974f5b | inference_id: 6d70fe7e-8a73-4972-9bf8-180a28197672 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 44854743-5706-471c-8cfa-9e37a69a7552 | shipment_id: 4e9dabde-0ac6-4be4-a6aa-5cc697494340 | inference_id: 8c4bb22a-1085-4492-aa2c-3d31620b85bf | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: c9989657-6d76-4d4e-9b9c-8930a6183ee6 | shipment_id: 98324d21-e12f-4343-bb39-032e88fe450c | inference_id: 01bfca44-a46f-4290-aae0-c042377e93d4 | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: 8166a228-cba6-4d06-9231-4f7edb5d6efb | shipment_id: 88b6ab28-a0b3-46e9-8ccc-f58591f82d81 | inference_id: 513b7285-92eb-40f8-b77e-5cd201e0a79e | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: d84a76b6-3873-4d06-8bef-aa6f516c9bea | shipment_id: b3b913a6-8ff0-4ee2-8721-f893c7da1009 | inference_id: 462a8a70-bc3f-40cd-8f6a-07f848b0e55a | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 9bd76136-b9df-424e-adf0-0877676a4a48 | shipment_id: 699f3484-2724-4b99-ac15-3906aba97694 | inference_id: 8ab8d8ea-0c2b-4813-a78d-02ebe0466b90 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: 6e6b9c8f-ee8d-4c6b-a0e0-6fe9a91247f3 | shipment_id: ff7e3bb6-2076-4867-9636-6f913b44a651 | inference_id: aabd5852-f549-465d-a28f-0da72cc34a50 | alert_type: Customs escalation | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: c768cc56-8451-42cc-8da9-cca6fc11964a | shipment_id: b0a5ff2b-f3bf-451b-8ee6-e857d16f3cb6 | inference_id: f39378ba-d56a-4479-8696-195b60357f2d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 58b1dc85-6a21-4add-a598-062961b440d4 | shipment_id: 4dbfd38b-cee2-4a3f-a804-52da0a988559 | inference_id: ef6d9e6b-3a8f-4dcd-bcc5-587d7aabcc75 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
