Sheet Name: Vehicles

vehicle_id: a7a7c694-8da6-4c10-a00e-367e67b16b2d | vehicle_number: RA-3523-1 | vehicle_type: Rail | capacity_kg: 435344.38 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 80e0932e-9b16-42cf-9883-6648772331f3 | vehicle_number: TR-6578-2035 | vehicle_type: Truck | capacity_kg: 13819.66 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 873bbbe0-01bd-474d-ab26-0fd48380c692 | vehicle_number: TR-2701-2036 | vehicle_type: Truck | capacity_kg: 26620.82 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 531d6188-657e-41a7-8b11-6a638a156bff | vehicle_number: TR-6791-2037 | vehicle_type: Truck | capacity_kg: 12453.57 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: b6f9e253-b55a-4d9f-ab88-d3b59a72d061 | vehicle_number: AI-5377-2038 | vehicle_type: Aircraft | capacity_kg: 76192.62 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 12
vehicle_id: dc66224d-45fb-4c06-8b96-12f53e08422b | vehicle_number: TR-6009-2039 | vehicle_type: Truck | capacity_kg: 25670.73 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 16
vehicle_id: 578a0bde-4f5f-4fa3-b162-e5a5299fd2fa | vehicle_number: SH-1454-2040 | vehicle_type: Ship | capacity_kg: 5789327.24 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: fb78f9fe-b02d-43c5-8687-f2b40ce67e47 | vehicle_number: RA-2094-2041 | vehicle_type: Rail | capacity_kg: 322502.84 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 8683e709-4d84-437d-8956-6b01a9ede686 | vehicle_number: TR-6621-2042 | vehicle_type: Truck | capacity_kg: 16983.28 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 83bae95a-77ff-42fd-93c5-40d918521156 | vehicle_number: SH-2616-2043 | vehicle_type: Ship | capacity_kg: 24824530.58 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: a64613eb-a518-4af1-9d1f-d3106e4ab1be | vehicle_number: TR-4947-2044 | vehicle_type: Truck | capacity_kg: 6221.93 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: 761c0b55-cf75-4109-bdd9-6ce95f5e99fe | vehicle_number: RA-9484-2045 | vehicle_type: Rail | capacity_kg: 586510.21 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 029a1874-118f-4e43-9cf2-4dff7fe65a8f | vehicle_number: SH-2842-2046 | vehicle_type: Ship | capacity_kg: 9748336.13 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: a528b943-9827-4e3d-9e03-93b83564688f | vehicle_number: TR-2349-2047 | vehicle_type: Truck | capacity_kg: 3632.63 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 21af11ce-e21c-4ffc-b981-beb7df682e9b | vehicle_number: TR-6038-2048 | vehicle_type: Truck | capacity_kg: 22948.58 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: 341c35f9-afc7-4322-9234-302ace31ea32 | vehicle_number: TR-6737-2049 | vehicle_type: Truck | capacity_kg: 10433.01 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 11
vehicle_id: cf51c9c6-efc9-4a78-a1e4-866e7d0f5a13 | vehicle_number: SH-4461-2050 | vehicle_type: Ship | capacity_kg: 21092680.27 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: bb5c5b17-6f33-407e-a5ea-4981d7831b42 | vehicle_number: TR-2331-2051 | vehicle_type: Truck | capacity_kg: 21295.33 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 1e7cf315-bf16-4493-a2a4-e94ad00b38e7 | vehicle_number: RA-1203-2052 | vehicle_type: Rail | capacity_kg: 115236.8 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 12ea9b22-dcb5-4e44-b59f-2dcbfbdd6009 | vehicle_number: TR-7759-2053 | vehicle_type: Truck | capacity_kg: 7841.78 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 2a2c7566-c298-48b4-adf6-9f72b8af646e | vehicle_number: SH-9341-2054 | vehicle_type: Ship | capacity_kg: 19974916.59 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 59f45ef8-79b5-47e8-9d0b-5929cf0c3e80 | vehicle_number: SH-1215-2055 | vehicle_type: Ship | capacity_kg: 14917431.3 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 18
vehicle_id: 9cc384f0-394e-4b2c-a28c-7449eb3e88e7 | vehicle_number: TR-9690-2056 | vehicle_type: Truck | capacity_kg: 18795.89 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 12
vehicle_id: e2d64930-6fea-4e02-9bef-a1f89ec3019c | vehicle_number: TR-9117-2057 | vehicle_type: Truck | capacity_kg: 16667.35 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 76b3cdec-a8cc-41ea-ad1f-d52cb8325916 | vehicle_number: TR-7212-2058 | vehicle_type: Truck | capacity_kg: 5801.4 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: bb2742d6-502a-45a3-be92-cdead4a0b5b9 | vehicle_number: SH-9761-2059 | vehicle_type: Ship | capacity_kg: 24363633.21 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: b13d02d1-79b2-4604-a211-6931cf91faad | vehicle_number: SH-3736-2060 | vehicle_type: Ship | capacity_kg: 2702455.88 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: d5054a27-821f-4073-8626-81d1a9674489 | vehicle_number: SH-9896-2061 | vehicle_type: Ship | capacity_kg: 22378204.94 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 17
vehicle_id: 9b150c8d-2f28-44f0-83aa-2e68ab143cd7 | vehicle_number: TR-6678-2062 | vehicle_type: Truck | capacity_kg: 13349.3 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 10
vehicle_id: 29396d3c-55ed-42a2-a4db-46fb577e1477 | vehicle_number: RA-6558-2063 | vehicle_type: Rail | capacity_kg: 405913.27 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 15
vehicle_id: d3cf1af1-b8f8-4b7e-a8b2-d2712216c1e9 | vehicle_number: TR-2832-2064 | vehicle_type: Truck | capacity_kg: 7975.62 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 7
vehicle_id: c7143174-940d-495e-ab07-4f46e45bae89 | vehicle_number: TR-7264-2065 | vehicle_type: Truck | capacity_kg: 11356.57 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 15
vehicle_id: e4ac2d81-6f61-4daa-a5cc-46f37dde9021 | vehicle_number: TR-4789-2066 | vehicle_type: Truck | capacity_kg: 20105.54 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 097b90c0-25bf-4790-860d-244e86c04807 | vehicle_number: TR-7283-2067 | vehicle_type: Truck | capacity_kg: 16654.0 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 15
vehicle_id: 3be766e1-324a-4c82-b525-c72b5fbd8063 | vehicle_number: TR-1759-2068 | vehicle_type: Truck | capacity_kg: 27520.98 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 9
vehicle_id: 699c0c5d-1268-4395-b036-8b9b1da35ea9 | vehicle_number: TR-5909-2069 | vehicle_type: Truck | capacity_kg: 20850.17 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 306bf071-7682-40a2-b930-cc6d21600de1 | vehicle_number: SH-7680-2070 | vehicle_type: Ship | capacity_kg: 19587550.7 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 32fe2ef3-887b-41e4-8949-659e481a2d16 | vehicle_number: TR-8820-2071 | vehicle_type: Truck | capacity_kg: 19322.66 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: b7667777-017b-4a98-a525-afffaa6a9890 | vehicle_number: TR-5630-2072 | vehicle_type: Truck | capacity_kg: 27696.23 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 0b75cfcc-02d0-419c-bef8-b10bbe9739b8 | vehicle_number: SH-2590-2073 | vehicle_type: Ship | capacity_kg: 22089252.52 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: a6a69418-97de-4583-a733-1affae08bcc9 | vehicle_number: TR-5419-2074 | vehicle_type: Truck | capacity_kg: 4390.43 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 7a9f600f-00d4-4532-9634-170a6102884b | vehicle_number: AI-9384-2075 | vehicle_type: Aircraft | capacity_kg: 93992.72 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 7a75a24e-1b69-495a-9096-ac3c61239a8a | vehicle_number: SH-6214-2076 | vehicle_type: Ship | capacity_kg: 4929460.72 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 6044a96d-9eb3-4a0a-949a-dcbb7e99fe53 | vehicle_number: AI-5775-2077 | vehicle_type: Aircraft | capacity_kg: 54616.28 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: e4b76e44-e13f-4afc-a649-593bc7b5fa40 | vehicle_number: TR-5242-2078 | vehicle_type: Truck | capacity_kg: 5792.83 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: fcef7b50-23b1-4056-babf-e3f0e856dadf | vehicle_number: TR-8998-2079 | vehicle_type: Truck | capacity_kg: 6201.81 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 9ccf6902-999f-4fa2-8dd6-ce0d5bfcda3c | vehicle_number: TR-1415-2080 | vehicle_type: Truck | capacity_kg: 8206.23 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: 2658356e-edcd-485a-b14f-e104c8888b42 | vehicle_number: TR-5904-2081 | vehicle_type: Truck | capacity_kg: 13001.8 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 4b38d2b0-17c2-42f3-b20d-818b208d2160 | vehicle_number: SH-2634-2082 | vehicle_type: Ship | capacity_kg: 10310129.73 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 8c9cb108-5a10-426f-a1ca-823e1c179e8a | vehicle_number: TR-1062-2083 | vehicle_type: Truck | capacity_kg: 24867.41 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: 6d292dfe-dde2-48d2-8cbc-7e04c777b462 | vehicle_number: SH-3982-2084 | vehicle_type: Ship | capacity_kg: 21719965.66 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: d43b2f2d-936f-4ecf-9eb1-ea5dce8aead7 | vehicle_number: AI-6109-2085 | vehicle_type: Aircraft | capacity_kg: 22417.99 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 16
vehicle_id: 173daf97-0135-4798-bdbc-156dd0d35c3a | vehicle_number: TR-8822-2086 | vehicle_type: Truck | capacity_kg: 12273.25 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: 2b4428e2-cc56-468c-b48f-9dceded936cf | vehicle_number: TR-1228-2087 | vehicle_type: Truck | capacity_kg: 18566.83 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 11
vehicle_id: 08034a2a-c00c-4ed3-a89a-a25df04fd8dc | vehicle_number: RA-1709-2088 | vehicle_type: Rail | capacity_kg: 488707.56 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 35243c8d-3979-4898-9c3d-2fe6161e1667 | vehicle_number: TR-7752-2089 | vehicle_type: Truck | capacity_kg: 17081.76 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 14
vehicle_id: e0d46b57-32e5-48f4-b289-17c77e2542d2 | vehicle_number: TR-7520-2090 | vehicle_type: Truck | capacity_kg: 22078.33 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 3
vehicle_id: eb58b456-a69a-4151-a467-c5fa9eae8338 | vehicle_number: TR-1699-2091 | vehicle_type: Truck | capacity_kg: 13042.56 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 13
vehicle_id: 0d918466-6151-4b17-80fc-5d13d0fed88b | vehicle_number: TR-1268-2092 | vehicle_type: Truck | capacity_kg: 24438.92 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: f04ac61c-bff8-4caf-aba8-227b135abd91 | vehicle_number: TR-1904-2093 | vehicle_type: Truck | capacity_kg: 10696.83 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 5cb574d7-a13b-4a12-a1eb-ca47a681e6e3 | vehicle_number: SH-5411-2094 | vehicle_type: Ship | capacity_kg: 10139836.6 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 6
vehicle_id: bd8fc9ac-a82e-4583-ad10-c14aa4bd71c9 | vehicle_number: TR-9140-2095 | vehicle_type: Truck | capacity_kg: 18420.04 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 2
vehicle_id: fe8c9d3c-e88f-4e02-a7b6-39f688972dd5 | vehicle_number: TR-5250-2096 | vehicle_type: Truck | capacity_kg: 8620.63 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: d47d7c51-db9d-4a49-aaba-2513af29d2e9 | vehicle_number: TR-3227-2097 | vehicle_type: Truck | capacity_kg: 16644.28 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: f2ae2145-3453-455c-a23a-da5ce4cf54ea | vehicle_number: RA-5828-2098 | vehicle_type: Rail | capacity_kg: 351690.22 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 1
vehicle_id: 6eaac764-4ce0-4de2-8d28-15ceaa53fae7 | vehicle_number: AI-2723-2099 | vehicle_type: Aircraft | capacity_kg: 123698.52 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 12
vehicle_id: ef60920a-71a9-4677-9ee7-128c783bfda0 | vehicle_number: SH-1512-2100 | vehicle_type: Ship | capacity_kg: 18711781.7 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: 8f4188eb-a2cf-44f6-bd5d-70251921f822 | vehicle_number: TR-9615-2101 | vehicle_type: Truck | capacity_kg: 17730.74 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: f82595bb-f835-41f6-8aeb-cec12ae84fe9 | vehicle_number: TR-7574-2102 | vehicle_type: Truck | capacity_kg: 5816.67 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 15
vehicle_id: 8cec29d4-8f2f-4de7-9e3a-53021cf55191 | vehicle_number: TR-2881-2103 | vehicle_type: Truck | capacity_kg: 15844.74 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 9
vehicle_id: eff13609-413e-439c-a4ea-1059ac8b7955 | vehicle_number: TR-4458-2104 | vehicle_type: Truck | capacity_kg: 19211.93 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 17
vehicle_id: 3c8642a4-d965-4ecc-ab69-bbeb3dde79a6 | vehicle_number: TR-1017-2105 | vehicle_type: Truck | capacity_kg: 27088.24 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 9f99a9bd-a80b-4d39-873f-8b1770d9f55a | vehicle_number: TR-3489-2106 | vehicle_type: Truck | capacity_kg: 4318.61 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 1bf7fff2-6e99-421e-a28c-74bba43fde4b | vehicle_number: TR-6008-2107 | vehicle_type: Truck | capacity_kg: 22317.62 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 4c7c36e6-6dd3-4c97-9d60-91b79fa16779 | vehicle_number: TR-8341-2108 | vehicle_type: Truck | capacity_kg: 20554.14 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: a2bf2d1a-ad66-4327-a762-23eeb84d6271 | vehicle_number: TR-3177-2109 | vehicle_type: Truck | capacity_kg: 21103.76 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 11aa47e7-3bc7-47e7-be01-8576dc854478 | vehicle_number: SH-5255-2110 | vehicle_type: Ship | capacity_kg: 15992019.29 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 2d74f9bb-dd68-405b-9f6e-853f798fac4a | vehicle_number: SH-8646-2111 | vehicle_type: Ship | capacity_kg: 16064515.23 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 77fc96af-558d-4b60-89ab-bf08e7878f2f | vehicle_number: SH-6396-2112 | vehicle_type: Ship | capacity_kg: 19666896.68 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: a092ddcd-e48b-4564-9b05-3bf024512fbe | vehicle_number: SH-7964-2113 | vehicle_type: Ship | capacity_kg: 20444109.85 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 8
vehicle_id: e7c027b7-7b3c-4a6d-9735-df1a26ff8264 | vehicle_number: AI-2604-2114 | vehicle_type: Aircraft | capacity_kg: 77029.76 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 14
vehicle_id: 2381a04b-d244-43c3-9758-e2bc3045de65 | vehicle_number: TR-3003-2115 | vehicle_type: Truck | capacity_kg: 19387.02 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 317f8b49-1625-45cb-9cf3-448cdab9209c | vehicle_number: TR-9989-2116 | vehicle_type: Truck | capacity_kg: 4410.61 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 495ff4a5-f318-4629-8c5e-40fd9394a2a5 | vehicle_number: SH-4307-2117 | vehicle_type: Ship | capacity_kg: 8930717.87 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: dec58f19-6410-4404-8a06-0d895a80f71c | vehicle_number: AI-2707-2118 | vehicle_type: Aircraft | capacity_kg: 58545.69 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 101e9fcc-55f2-438e-aa9b-4a206a0feb39 | vehicle_number: TR-8202-2119 | vehicle_type: Truck | capacity_kg: 5210.93 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 82f09f16-c4f3-4641-a74b-d9e286286d1f | vehicle_number: TR-7108-2120 | vehicle_type: Truck | capacity_kg: 13221.14 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 12
vehicle_id: a41459d4-2e10-4a98-aeae-b9de99efdf75 | vehicle_number: TR-4406-2121 | vehicle_type: Truck | capacity_kg: 5179.21 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: f0fded43-1add-4878-b15b-b34a33c93135 | vehicle_number: TR-1474-2122 | vehicle_type: Truck | capacity_kg: 4058.58 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 17
vehicle_id: 9b7a3d76-a4f3-470f-8483-e9ac6e539b63 | vehicle_number: AI-7296-2123 | vehicle_type: Aircraft | capacity_kg: 139112.79 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 12
vehicle_id: ca4b8cc3-f917-42cb-b9ac-1f9ba665a884 | vehicle_number: AI-5160-2124 | vehicle_type: Aircraft | capacity_kg: 98463.24 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 9
vehicle_id: 399c6702-c5a9-4157-9581-f3968db5ca9e | vehicle_number: TR-4848-2125 | vehicle_type: Truck | capacity_kg: 18828.29 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 3aa7bc21-2813-485b-98ee-0c0ce9928044 | vehicle_number: TR-5427-2126 | vehicle_type: Truck | capacity_kg: 3207.21 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: 8a5a044c-a0a2-4133-8ab8-6a80dd3f3bc0 | vehicle_number: RA-5964-2127 | vehicle_type: Rail | capacity_kg: 368308.49 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 18
vehicle_id: b81777bc-46e7-4d7f-9324-bb198c200095 | vehicle_number: TR-8938-2128 | vehicle_type: Truck | capacity_kg: 5233.3 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: c296fb05-d85a-4022-b738-f05cb425a504 | vehicle_number: AI-4573-2129 | vehicle_type: Aircraft | capacity_kg: 33744.32 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 4422854c-51d1-4bd1-99d7-d9554a2c3215 | vehicle_number: TR-3769-2130 | vehicle_type: Truck | capacity_kg: 5922.2 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 14
vehicle_id: 3bde4cdc-cd2f-4926-a0c3-290b8460d156 | vehicle_number: AI-4262-2131 | vehicle_type: Aircraft | capacity_kg: 72793.88 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 8
vehicle_id: f0098b41-3a55-4950-abcb-32497e08197b | vehicle_number: TR-3686-2132 | vehicle_type: Truck | capacity_kg: 11340.91 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: f8ab0f55-63a8-4cb4-bef6-8e315865600c | vehicle_number: TR-3070-2133 | vehicle_type: Truck | capacity_kg: 24523.22 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 11
vehicle_id: a7babbe8-bfcb-4a55-976c-0b6beff9c45e | vehicle_number: TR-7750-2134 | vehicle_type: Truck | capacity_kg: 8348.27 | fuel_type: Marine Fuel | maintenance_status: Under Maintenance | vehicle_age: 6
vehicle_id: 5a5112ef-5747-4ad8-a8e7-bb4a1deeecfc | vehicle_number: TR-5002-2135 | vehicle_type: Truck | capacity_kg: 11443.3 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: b0f24d43-d558-4585-a947-cfca3bca8b7f | vehicle_number: SH-5089-2136 | vehicle_type: Ship | capacity_kg: 12940761.38 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: 2a180ec1-1a04-4d9f-9e61-4e548dfb6d08 | vehicle_number: TR-2076-2137 | vehicle_type: Truck | capacity_kg: 8979.04 | fuel_type: Electric | maintenance_status: Under Maintenance | vehicle_age: 17
vehicle_id: f0b453cc-dcf5-4e06-838d-ad7279b62d21 | vehicle_number: SH-7075-2138 | vehicle_type: Ship | capacity_kg: 4885154.07 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 357ee0f6-2ebf-43ba-9a2c-2b7aead3af6b | vehicle_number: AI-5303-2139 | vehicle_type: Aircraft | capacity_kg: 46285.38 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: 55d4ade4-478e-414b-b736-9b67f6146b81 | vehicle_number: TR-9601-2140 | vehicle_type: Truck | capacity_kg: 23511.85 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 14
vehicle_id: 159280ae-77fa-461b-a8f4-74e7bcdd9a03 | vehicle_number: TR-9117-2141 | vehicle_type: Truck | capacity_kg: 14206.33 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
