Sheet Name: Routes

route_id: 3e26abf4-dd1f-4e19-8ed5-ffe4905d68ad | origin_city: Delhi | destination_city: Felixstowe | origin_country: India | destination_country: United Kingdom | origin_port: Mundra Port | destination_port: Port of Felixstowe | distance_km: 2362.24 | average_transit_days: 7 | route_risk: Medium | traffic_index: 59
route_id: aa5630db-b967-489d-866f-eca46bbfbb27 | origin_city: Rotterdam | destination_city: London | origin_country: Netherlands | destination_country: United Kingdom | origin_port: Port of Rotterdam | destination_port: London Gateway | distance_km: 1844.16 | average_transit_days: 7 | route_risk: Low | traffic_index: 25
route_id: 7e426038-305a-4f92-8c3e-1784aaddc3d7 | origin_city: Amsterdam | destination_city: Singapore | origin_country: Netherlands | destination_country: Singapore | origin_port: Port of Rotterdam | destination_port: Port of Singapore | distance_km: 5359.2 | average_transit_days: 8 | route_risk: Low | traffic_index: 36
route_id: 37fff594-5e56-4da5-9dd7-79da2a732ed9 | origin_city: Yokohama | destination_city: Ahmedabad | origin_country: Japan | destination_country: India | origin_port: Port of Yokohama | destination_port: Chennai Port | distance_km: 2815.08 | average_transit_days: 5 | route_risk: High | traffic_index: 81
route_id: e58e1c1f-37e7-4a2a-aaf7-2207534679d7 | origin_city: Frankfurt | destination_city: Bengaluru | origin_country: Germany | destination_country: India | origin_port: Port of Hamburg | destination_port: Mundra Port | distance_km: 8059.1 | average_transit_days: 11 | route_risk: Low | traffic_index: 19
route_id: d920f47d-0c53-4699-a2ac-a471a0f46951 | origin_city: Hyderabad | destination_city: Dubai | origin_country: India | destination_country: UAE | origin_port: Nhava Sheva | destination_port: Khalifa Port | distance_km: 2888.27 | average_transit_days: 6 | route_risk: Low | traffic_index: 22
route_id: f628fe40-3c2f-4aa6-a522-acf2a926be1e | origin_city: Ningbo | destination_city: Ahmedabad | origin_country: China | destination_country: India | origin_port: Shenzhen Port | destination_port: Chennai Port | distance_km: 465.0 | average_transit_days: 1 | route_risk: Critical | traffic_index: 85
route_id: 108b1f21-ed19-4ceb-9e88-51f3c238b68b | origin_city: Singapore | destination_city: Manchester | origin_country: Singapore | destination_country: United Kingdom | origin_port: Port of Singapore | destination_port: Port of Felixstowe | distance_km: 1148.28 | average_transit_days: 3 | route_risk: Medium | traffic_index: 61
route_id: 76a7ae2d-9a13-49a2-ba46-244d0f11421c | origin_city: Tokyo | destination_city: Yokohama | origin_country: Japan | destination_country: Japan | origin_port: Port of Yokohama | destination_port: Port of Yokohama | distance_km: 1226.39 | average_transit_days: 2 | route_risk: Low | traffic_index: 24
route_id: f89b5067-fd1c-437c-a8af-06971d59ad70 | origin_city: London | destination_city: Rotterdam | origin_country: United Kingdom | destination_country: Netherlands | origin_port: Port of Felixstowe | destination_port: Port of Rotterdam | distance_km: 8081.42 | average_transit_days: 14 | route_risk: Low | traffic_index: 32
route_id: d869e408-5805-4f35-920f-08c73fc4b3bc | origin_city: Rotterdam | destination_city: Seoul | origin_country: Netherlands | destination_country: South Korea | origin_port: Port of Rotterdam | destination_port: Port of Busan | distance_km: 3678.69 | average_transit_days: 10 | route_risk: Low | traffic_index: 19
route_id: 7874c5cd-b4e5-4d43-abf3-13a397dc353d | origin_city: Busan | destination_city: Bremen | origin_country: South Korea | destination_country: Germany | origin_port: Incheon Port | destination_port: Bremerhaven | distance_km: 11884.16 | average_transit_days: 23 | route_risk: Low | traffic_index: 19
route_id: d246dbeb-3c67-426f-ae0a-72c53c4280ea | origin_city: Los Angeles | destination_city: Abu Dhabi | origin_country: United States | destination_country: UAE | origin_port: Port Houston | destination_port: Khalifa Port | distance_km: 9136.9 | average_transit_days: 21 | route_risk: Medium | traffic_index: 48
route_id: 882e6df2-31fc-4565-8bde-2384a7eb53aa | origin_city: Yokohama | destination_city: Frankfurt | origin_country: Japan | destination_country: Germany | origin_port: Port of Osaka | destination_port: Port of Hamburg | distance_km: 7613.8 | average_transit_days: 9 | route_risk: Medium | traffic_index: 42
route_id: 27b62ecb-f2da-44b7-bc91-8a51c9cf9b5a | origin_city: Frankfurt | destination_city: Chicago | origin_country: Germany | destination_country: United States | origin_port: Bremerhaven | destination_port: Port Newark | distance_km: 4510.56 | average_transit_days: 9 | route_risk: Low | traffic_index: 31
route_id: 68ce8e80-8027-4048-9a96-9b6c4748da55 | origin_city: Guangzhou | destination_city: Tokyo | origin_country: China | destination_country: Japan | origin_port: Shenzhen Port | destination_port: Port of Osaka | distance_km: 11465.66 | average_transit_days: 22 | route_risk: Medium | traffic_index: 63
route_id: b4e5e3bc-cbf4-4379-9bc5-e81aa0edade7 | origin_city: Frankfurt | destination_city: Delhi | origin_country: Germany | destination_country: India | origin_port: Bremerhaven | destination_port: Mundra Port | distance_km: 11673.77 | average_transit_days: 13 | route_risk: Low | traffic_index: 45
route_id: 976712a8-9254-45c3-aaf4-a8d2bf73fdff | origin_city: Houston | destination_city: Shenzhen | origin_country: United States | destination_country: China | origin_port: Port Houston | destination_port: Shanghai Port | distance_km: 5596.38 | average_transit_days: 9 | route_risk: Low | traffic_index: 42
route_id: 0d6247f9-ec73-498b-89dd-00208c93b0a5 | origin_city: Seoul | destination_city: Delhi | origin_country: South Korea | destination_country: India | origin_port: Incheon Port | destination_port: Nhava Sheva | distance_km: 8917.33 | average_transit_days: 15 | route_risk: Critical | traffic_index: 90
route_id: a337097c-4ed7-4767-b506-26b14b274350 | origin_city: Singapore | destination_city: Yokohama | origin_country: Singapore | destination_country: Japan | origin_port: Port of Singapore | destination_port: Port of Osaka | distance_km: 8942.5 | average_transit_days: 16 | route_risk: Medium | traffic_index: 36
route_id: 6c6d9045-9197-4926-b518-f8e594f06096 | origin_city: Incheon | destination_city: Felixstowe | origin_country: South Korea | destination_country: United Kingdom | origin_port: Port of Busan | destination_port: Port of Felixstowe | distance_km: 11686.87 | average_transit_days: 25 | route_risk: Medium | traffic_index: 67
route_id: c76731ec-e77b-452d-b9de-28663e03435f | origin_city: Frankfurt | destination_city: Sharjah | origin_country: Germany | destination_country: UAE | origin_port: Bremerhaven | destination_port: Jebel Ali | distance_km: 3267.14 | average_transit_days: 9 | route_risk: Medium | traffic_index: 35
route_id: 2b184e9e-2b72-4075-8321-8f4d4ce45330 | origin_city: Seoul | destination_city: Osaka | origin_country: South Korea | destination_country: Japan | origin_port: Port of Busan | destination_port: Port of Osaka | distance_km: 2655.93 | average_transit_days: 7 | route_risk: High | traffic_index: 69
route_id: ea962791-7f94-45cc-95ad-eae30ff81144 | origin_city: Hyderabad | destination_city: Houston | origin_country: India | destination_country: United States | origin_port: Nhava Sheva | destination_port: Port Newark | distance_km: 5032.51 | average_transit_days: 12 | route_risk: Medium | traffic_index: 65
route_id: a5349a91-5072-4bed-b280-d797efe7393b | origin_city: Dubai | destination_city: Rotterdam | origin_country: UAE | destination_country: Netherlands | origin_port: Khalifa Port | destination_port: Port of Rotterdam | distance_km: 5733.05 | average_transit_days: 9 | route_risk: Low | traffic_index: 20
route_id: b37201a5-1ca9-4ce5-8317-a1b0b59fa10a | origin_city: Chicago | destination_city: Houston | origin_country: United States | destination_country: United States | origin_port: Port of LA | destination_port: Port of LA | distance_km: 2383.9 | average_transit_days: 8 | route_risk: Low | traffic_index: 28
route_id: c6e4b092-7a34-4509-a1d1-092bef7929ba | origin_city: Bremen | destination_city: Bengaluru | origin_country: Germany | destination_country: India | origin_port: Port of Hamburg | destination_port: Mundra Port | distance_km: 4094.98 | average_transit_days: 7 | route_risk: Low | traffic_index: 26
route_id: 6e6589cf-5698-40c0-9c38-b1707dd6367b | origin_city: Osaka | destination_city: Tokyo | origin_country: Japan | destination_country: Japan | origin_port: Port of Yokohama | destination_port: Port of Yokohama | distance_km: 1268.48 | average_transit_days: 6 | route_risk: High | traffic_index: 84
route_id: a6963910-483f-4aa5-af7f-93abef510312 | origin_city: Shenzhen | destination_city: London | origin_country: China | destination_country: United Kingdom | origin_port: Shenzhen Port | destination_port: Port of Felixstowe | distance_km: 3669.99 | average_transit_days: 5 | route_risk: High | traffic_index: 60
route_id: 8aa7474a-1396-4302-87cd-f758a98e4c4f | origin_city: Abu Dhabi | destination_city: Hamburg | origin_country: UAE | destination_country: Germany | origin_port: Khalifa Port | destination_port: Bremerhaven | distance_km: 9918.77 | average_transit_days: 17 | route_risk: Medium | traffic_index: 46
route_id: aa8e4399-068b-4d97-b86d-984e50145e04 | origin_city: Yokohama | destination_city: Tokyo | origin_country: Japan | destination_country: Japan | origin_port: Port of Osaka | destination_port: Port of Osaka | distance_km: 1637.99 | average_transit_days: 7 | route_risk: Medium | traffic_index: 62
route_id: e6c8f354-795e-45dc-8088-911b370e5ad4 | origin_city: New York | destination_city: Singapore | origin_country: United States | destination_country: Singapore | origin_port: Port Houston | destination_port: Port of Singapore | distance_km: 3438.76 | average_transit_days: 9 | route_risk: Low | traffic_index: 37
route_id: a2fb1cdb-e2f9-4fd3-9aa1-27a27331c699 | origin_city: Hamburg | destination_city: Chicago | origin_country: Germany | destination_country: United States | origin_port: Bremerhaven | destination_port: Port Newark | distance_km: 3111.55 | average_transit_days: 8 | route_risk: Low | traffic_index: 44
route_id: c159a152-9d6c-4b2f-a52c-db6b43d6ced1 | origin_city: Felixstowe | destination_city: Dubai | origin_country: United Kingdom | destination_country: UAE | origin_port: Port of Felixstowe | destination_port: Khalifa Port | distance_km: 4999.16 | average_transit_days: 13 | route_risk: Critical | traffic_index: 96
route_id: 7aab5c2c-966b-4516-ae91-88989baa93a8 | origin_city: Houston | destination_city: Singapore | origin_country: United States | destination_country: Singapore | origin_port: Port Houston | destination_port: Port of Singapore | distance_km: 4386.42 | average_transit_days: 14 | route_risk: Low | traffic_index: 40
route_id: 95ec3db6-afbf-4a39-86e6-733d2ee241cf | origin_city: Tokyo | destination_city: Rotterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Osaka | destination_port: Port of Rotterdam | distance_km: 4826.89 | average_transit_days: 13 | route_risk: Critical | traffic_index: 91
route_id: 6435b1a8-cb1b-4770-8658-3e3bdf700e3a | origin_city: Singapore | destination_city: Hyderabad | origin_country: Singapore | destination_country: India | origin_port: Port of Singapore | destination_port: Chennai Port | distance_km: 8282.32 | average_transit_days: 13 | route_risk: Low | traffic_index: 32
route_id: 63f0f700-6074-4922-a036-25747132672f | origin_city: Felixstowe | destination_city: Singapore | origin_country: United Kingdom | destination_country: Singapore | origin_port: London Gateway | destination_port: Port of Singapore | distance_km: 11118.14 | average_transit_days: 21 | route_risk: Medium | traffic_index: 48
route_id: ab16f4e3-1efd-47e7-b389-6e335faf94ad | origin_city: Tokyo | destination_city: Bremen | origin_country: Japan | destination_country: Germany | origin_port: Port of Osaka | destination_port: Port of Hamburg | distance_km: 8652.68 | average_transit_days: 14 | route_risk: Low | traffic_index: 20
route_id: ce7923b4-af5e-4658-883d-942a9bb186a0 | origin_city: Yokohama | destination_city: Hyderabad | origin_country: Japan | destination_country: India | origin_port: Port of Yokohama | destination_port: Chennai Port | distance_km: 6344.29 | average_transit_days: 14 | route_risk: Low | traffic_index: 21
route_id: ee25d429-e659-4060-9f2e-dbac33349463 | origin_city: Bremen | destination_city: Sharjah | origin_country: Germany | destination_country: UAE | origin_port: Port of Hamburg | destination_port: Jebel Ali | distance_km: 3765.38 | average_transit_days: 9 | route_risk: Low | traffic_index: 38
route_id: 669f958f-3498-480e-a51a-e9ecd31d7728 | origin_city: Rotterdam | destination_city: Houston | origin_country: Netherlands | destination_country: United States | origin_port: Port of Rotterdam | destination_port: Port of LA | distance_km: 10584.18 | average_transit_days: 23 | route_risk: Medium | traffic_index: 38
route_id: e734135f-83fd-4fac-b558-cd1519c3e124 | origin_city: Osaka | destination_city: Kolkata | origin_country: Japan | destination_country: India | origin_port: Port of Yokohama | destination_port: Mundra Port | distance_km: 10279.16 | average_transit_days: 17 | route_risk: High | traffic_index: 69
route_id: 7b1e6e00-e46f-4631-a39a-6c3d1991a654 | origin_city: Chicago | destination_city: Osaka | origin_country: United States | destination_country: Japan | origin_port: Port Houston | destination_port: Port of Osaka | distance_km: 5230.25 | average_transit_days: 8 | route_risk: Low | traffic_index: 38
route_id: faf8ab3c-47c1-4953-8094-32cbfc517b67 | origin_city: Singapore | destination_city: Ningbo | origin_country: Singapore | destination_country: China | origin_port: Port of Singapore | destination_port: Shanghai Port | distance_km: 2467.78 | average_transit_days: 9 | route_risk: Low | traffic_index: 39
route_id: 13acb201-aee5-4ff4-9fe2-be42693e1e03 | origin_city: Osaka | destination_city: Rotterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Osaka | destination_port: Port of Rotterdam | distance_km: 2840.99 | average_transit_days: 9 | route_risk: Low | traffic_index: 19
route_id: 0f33724c-f3ea-484b-b0e1-673047fad500 | origin_city: Yokohama | destination_city: Incheon | origin_country: Japan | destination_country: South Korea | origin_port: Port of Osaka | destination_port: Incheon Port | distance_km: 6334.83 | average_transit_days: 13 | route_risk: High | traffic_index: 72
