Sheet Name: Shipments

shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | booking_id: ALC-2025-100000 | customer_id: 8f429dcf-8ec1-414b-9ba1-3cf9bee03dd9 | product_id: aa603d29-62c7-4256-aebf-e03cd57b1bd4 | carrier_id: 0d6bede1-9f61-4459-bb5c-32013d10e53b | warehouse_id: ee447931-f470-45fb-8df5-ef1167dc7fda | route_id: 90686ae5-7c43-46dd-8742-7cdf4561089c | vehicle_id: 9bdb03eb-36f7-4356-b175-e4a30b38affa | customs_id: 4345ef94-48fe-47d0-a93d-e413e1efcd7b | weather_id: 3138bd22-56a2-45c2-8a9a-43da64e93cdd | booking_date: 2025-12-29 00:00:00 | ship_date: 2026-01-08 00:00:00 | expected_delivery_date: 2026-01-13 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 122.19 | volume_cbm: 37.42 | declared_value: 165766.99 | insurance: True | fragile: False
shipment_id: a6dc5087-9952-48c4-b27a-189e679d2d4e | booking_id: ALC-2025-102634 | customer_id: 6dbdad50-51ac-4789-a2f9-7b4569c46350 | product_id: d4201e31-5e6f-49a3-8f6f-833e2edda7f8 | carrier_id: c3bceb7a-0d9f-46e7-b3cb-9d26dc553904 | warehouse_id: 1662bed5-6d80-4b37-af1a-71e319174360 | route_id: e2abece2-270c-4af6-9c60-cbf80a7741cf | vehicle_id: a81d1fcd-f4f7-46f2-a611-54ed5d607b68 | customs_id: 21de45e8-deb9-4b0c-b5a9-e83bd00b8dd4 | weather_id: c56986f1-339e-4f57-bde6-8e78dd7258b3 | booking_date: 2025-12-25 00:00:00 | ship_date: 2025-12-28 00:00:00 | expected_delivery_date: 2025-12-30 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 37329.3 | volume_cbm: 71.92 | declared_value: 9067.28 | insurance: False | fragile: False
shipment_id: 33dbdbd5-dfed-441f-81cd-e540fe1272ff | booking_id: ALC-2025-102635 | customer_id: 180ed7e2-6e58-4229-b7ac-77f3dbdd4394 | product_id: 6ef51a78-8304-4cd1-ad5a-342903eaf183 | carrier_id: c20fead0-4a13-49f6-954d-9e0c4076b5e3 | warehouse_id: 580261c0-5e0b-4612-a44b-683e12e459f4 | route_id: db42ccba-d9e6-4b95-92dd-35eb3ef9590f | vehicle_id: fd4aa948-6fc6-45f9-8b35-926c0388a2fc | customs_id: 7b213585-e9af-4137-b812-b6c6d8b1e4df | weather_id: 627d18ff-88f9-4018-ab71-eef2019c7190 | booking_date: 2025-12-18 00:00:00 | ship_date: 2025-12-20 00:00:00 | expected_delivery_date: 2026-01-05 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 17867.43 | volume_cbm: 47.35 | declared_value: 78393.78 | insurance: False | fragile: False
shipment_id: 46486db7-3166-400d-92b0-10777905ba50 | booking_id: ALC-2025-102636 | customer_id: 9387674d-58fe-4165-9d55-d67c6a03aa69 | product_id: 599f95ba-8667-46d9-92c8-194ae3c05ed6 | carrier_id: cb209806-e9bb-4d94-bf82-451bb965ed02 | warehouse_id: 0812c4d1-6493-4af7-a04c-3f546535ca9d | route_id: 4fc4830c-7735-4e68-8e9e-40dd9469ecc0 | vehicle_id: 836f5390-7a4e-4e6a-9050-153aa2d4dcf3 | customs_id: 59870e94-6cde-42ad-a9d1-5b69257802f8 | weather_id: 51615b58-e1ac-4ff8-87df-f53b43c78e47 | booking_date: 2025-07-06 00:00:00 | ship_date: 2025-07-08 00:00:00 | expected_delivery_date: 2025-07-22 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 26047.5 | volume_cbm: 51.65 | declared_value: 108341.05 | insurance: True | fragile: False
shipment_id: 95069d04-745d-4dee-875d-b18f56bbb8e2 | booking_id: ALC-2026-102637 | customer_id: e5c81b0b-4086-4393-b7e8-42fda19a7158 | product_id: 6302480e-0cf9-4068-9f79-988e7dafb34c | carrier_id: e006a605-dc3f-423d-9187-a80f1d592f98 | warehouse_id: d1e65799-a8e9-4aa4-985f-0963642cad19 | route_id: fb9c829d-e942-4f7c-bbf1-1ecd6934d752 | vehicle_id: 196f6b6c-2ae7-4152-8f3a-67c2e2fbf85d | customs_id: 21b5fd53-6a91-4e5f-a5e9-17ca7bfda45c | weather_id: 734e7600-3bf7-4e28-abf3-38a54f16b742 | booking_date: 2026-02-28 00:00:00 | ship_date: 2026-03-08 00:00:00 | expected_delivery_date: 2026-03-14 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 5015.15 | volume_cbm: 51.43 | declared_value: 130651.72 | insurance: False | fragile: True
shipment_id: b0a9fd57-eadc-4280-a270-afc4dbaea3bc | booking_id: ALC-2025-102638 | customer_id: 4a485ec6-0165-4956-804a-f8b77771b5af | product_id: 8ade9448-8df9-4ae1-b3d0-3b860d1a361c | carrier_id: 09978808-7975-41fb-bdd2-eb5568317924 | warehouse_id: ea033abd-d52b-4199-be00-07a18df44091 | route_id: ff7bc71b-ea58-43ce-b0ba-54f7a7d8ff4f | vehicle_id: fb779120-8787-41f3-b469-8e8a47e4e15a | customs_id: 16228c12-8cab-4944-a2fa-d0b9ee352b74 | weather_id: fb8ad262-1dc1-4189-8f62-7568de9c4e8e | booking_date: 2025-03-03 00:00:00 | ship_date: 2025-03-13 00:00:00 | expected_delivery_date: 2025-03-31 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 3895.57 | volume_cbm: 12.37 | declared_value: 175099.6 | insurance: True | fragile: False
shipment_id: 5c2c8176-ccd5-4f68-86e5-cffdd2e79b49 | booking_id: ALC-2025-102639 | customer_id: b6b559bc-0617-42ee-a570-6e2bcd24b985 | product_id: 9234fb74-0cf1-4164-ab60-61f3c864e63f | carrier_id: 75a4ce03-2272-43c9-862d-c712991c13e4 | warehouse_id: 13d57ba8-bedc-40ec-a23b-a0b31f57deb0 | route_id: 0203e97b-8d1f-43fe-87f9-f08063af2644 | vehicle_id: 24ab5206-ed31-4c27-b35c-7d99d722dfc3 | customs_id: feceac76-b03c-416a-a321-96b9c13a0747 | weather_id: 02ff6da2-a71c-41e0-9b47-c15130e7d1cd | booking_date: 2025-09-19 00:00:00 | ship_date: 2025-09-27 00:00:00 | expected_delivery_date: 2025-10-02 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 10773.66 | volume_cbm: 49.37 | declared_value: 60595.59 | insurance: False | fragile: False
shipment_id: acab6538-b28e-4664-b8d6-1ab3cd49bb50 | booking_id: ALC-2025-102640 | customer_id: 5a11a684-b315-4fe2-b194-c3c4fb631371 | product_id: f5319480-777a-4b21-a7c7-e920490a6a4b | carrier_id: f324b69b-224a-41e6-a880-ec0318aee5fe | warehouse_id: 81c753e5-e3e1-4caf-931a-da5a82e1058f | route_id: 552fd907-f00f-4134-a51b-c3888137d2d2 | vehicle_id: 5c7ca6c5-eb05-43f3-b195-71fa2773404f | customs_id: 6bdefa01-0441-4818-98c7-0883e9b38216 | weather_id: 14f7f03d-667a-4eaa-9376-b822d4fba72b | booking_date: 2025-07-29 00:00:00 | ship_date: 2025-08-08 00:00:00 | expected_delivery_date: 2025-08-29 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Urgent | weight_kg: 3809.68 | volume_cbm: 31.73 | declared_value: 69620.69 | insurance: True | fragile: False
shipment_id: c0a22258-54c9-4ed8-a8b1-8b63e40129d2 | booking_id: ALC-2026-102641 | customer_id: 29f0527c-a145-469e-ad0f-2003b0acfe77 | product_id: a81f9bf3-ef99-4184-9557-36be0b0ef8d3 | carrier_id: 2ddcde4b-b1e1-44dc-9def-7431c6fd600b | warehouse_id: 6a6217c9-0053-481e-b933-9ae42835dc1f | route_id: f81741f8-ea95-4d22-9b9e-f2df237723a0 | vehicle_id: c74f0695-fbe4-4bb9-a566-331bda4e7f15 | customs_id: 8ff87e7b-189e-4142-bdf0-efa9508e468a | weather_id: 17c9e2f9-d4fc-46eb-b01d-103c504c944e | booking_date: 2026-03-24 00:00:00 | ship_date: 2026-03-25 00:00:00 | expected_delivery_date: 2026-04-08 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 31355.7 | volume_cbm: 36.6 | declared_value: 142830.63 | insurance: True | fragile: False
shipment_id: f3fe49d3-6144-4ef2-b523-08e7dfac5d27 | booking_id: ALC-2026-102642 | customer_id: 30b7aeff-16c5-4894-b019-21c9b46ef336 | product_id: cc0290f9-1708-43e3-a41a-b1fa7e8676be | carrier_id: 7bd11ac7-555e-4034-a820-f5625d82490e | warehouse_id: 38462b54-eb3e-42cb-a9f7-026a421951e0 | route_id: 09832bda-d72f-42f1-81b7-eb2d972c9ec6 | vehicle_id: a90fe325-49de-4372-bb06-a9f978f00491 | customs_id: 719587a8-608f-476f-af3b-7db197728c9e | weather_id: b7118019-230a-4536-98ba-48a72cb9809b | booking_date: 2026-01-30 00:00:00 | ship_date: 2026-02-07 00:00:00 | expected_delivery_date: 2026-02-13 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Low | weight_kg: 2472.28 | volume_cbm: 6.85 | declared_value: 88044.11 | insurance: False | fragile: True
shipment_id: 70e0ba3c-d2a9-42d0-9bc9-1ca4ce66cf21 | booking_id: ALC-2025-102643 | customer_id: 4abea16d-488a-4081-8f8e-25e117310528 | product_id: a4859436-f788-4166-ba87-c23d342cbaf3 | carrier_id: 678125b9-11b2-4aec-aae8-5487d9841662 | warehouse_id: 29b6fb36-891d-4700-a8eb-79e17bd4d7b5 | route_id: b838c6ab-e6c7-4c27-9fca-80bc7ef0c74b | vehicle_id: de09b1e6-a15e-4dad-ab89-eed2bb188906 | customs_id: 90f63795-d1b6-436a-a0cc-3f5d7956423f | weather_id: 26d82424-ca10-4eaf-8331-349cb98d1513 | booking_date: 2025-10-31 00:00:00 | ship_date: 2025-11-07 00:00:00 | expected_delivery_date: 2025-11-14 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Normal | weight_kg: 630.78 | volume_cbm: 54.91 | declared_value: 97234.07 | insurance: False | fragile: False
shipment_id: cd7ef617-3bcc-41eb-be29-b75783b21df2 | booking_id: ALC-2025-102644 | customer_id: efb8f162-64eb-49eb-845f-d309694a9828 | product_id: 003ec31a-0ab6-4d60-9fcd-1eb56060b693 | carrier_id: d1575c46-631b-425f-82ea-f74bbd9d9b8d | warehouse_id: 2d672b14-54b9-4de1-8f1f-c4bf3d3ae54a | route_id: bea617ee-6d37-469f-9b4f-b5954b807114 | vehicle_id: 05f8d59d-cea0-473d-88fe-33f4a4c0a942 | customs_id: 52a60ca8-83c1-4155-a3e0-51cac592382a | weather_id: 995f08c0-7818-4e17-afe9-6ae7db248a3d | booking_date: 2025-10-01 00:00:00 | ship_date: 2025-10-05 00:00:00 | expected_delivery_date: 2025-10-09 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 1746.48 | volume_cbm: 7.46 | declared_value: 17871.28 | insurance: False | fragile: False
shipment_id: aec9c75d-bd62-40f9-b4c0-05bdf6d913c2 | booking_id: ALC-2025-102645 | customer_id: 01af5abf-36e2-4fca-96e4-e4dab9d68894 | product_id: 0bb3289a-eb03-47a8-a04f-40698c903cf8 | carrier_id: dde03a0f-ea04-43b6-8217-2ea96dfe97e5 | warehouse_id: 81278f76-dc1d-4df1-b6c7-da1236075734 | route_id: 1dd0317f-2fd5-4e29-8b60-37896c1085b8 | vehicle_id: 4d105b78-e43e-4b3d-9ccc-c719744140b5 | customs_id: 0dd7445f-f747-42cc-afa6-8e9c468d80c3 | weather_id: fe02bd8a-d997-4f4e-8107-31fe25c5b49a | booking_date: 2025-05-26 00:00:00 | ship_date: 2025-06-03 00:00:00 | expected_delivery_date: 2025-06-15 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 36868.05 | volume_cbm: 21.01 | declared_value: 163634.84 | insurance: False | fragile: False
shipment_id: d5ffeb5f-aba2-49a4-831f-e4bffcc84a38 | booking_id: ALC-2025-102646 | customer_id: 2b3514e3-37af-49d2-bd1c-022842f76282 | product_id: 05eb3fe2-a7f4-4ff2-8a1f-168b2c1d5c5f | carrier_id: 8cc90dbc-d546-40be-b347-32d3145a11db | warehouse_id: 6fab0967-585e-4347-8e7f-1d6c9c2f5a9f | route_id: d095363a-7e7a-4edb-ab9f-68c4b28f1fe6 | vehicle_id: aa5a50a7-9a59-42b8-9e84-b6bbcad8b563 | customs_id: fc39bddc-13a7-439b-975d-f63b4ff9f29b | weather_id: d6e7a7db-fb7e-470a-8567-f9a40c8ea4a8 | booking_date: 2025-12-07 00:00:00 | ship_date: 2025-12-16 00:00:00 | expected_delivery_date: 2025-12-28 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Low | weight_kg: 47390.56 | volume_cbm: 29.38 | declared_value: 140985.0 | insurance: False | fragile: False
shipment_id: e10548a8-3be5-476a-8e6c-45a2176a43f0 | booking_id: ALC-2025-102647 | customer_id: 1ed1fbc2-7983-461c-9878-11c23ad07e5c | product_id: 269303aa-2e1a-4fa3-a869-2cbb62ee28fd | carrier_id: 68cf010a-29a9-4ff2-890e-bca5b920bc48 | warehouse_id: b83c7e52-404d-4e70-87c8-f39fed0b8d63 | route_id: 615677fd-600b-4198-85a4-86dda083bc24 | vehicle_id: 7214aff5-9270-4608-8244-584eb5fcf392 | customs_id: b32fe837-e097-4b58-b28c-98df67ed40bd | weather_id: 436fbaf4-54fc-4458-bf37-634a91f1fd7d | booking_date: 2025-04-26 00:00:00 | ship_date: 2025-05-04 00:00:00 | expected_delivery_date: 2025-05-12 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 33483.51 | volume_cbm: 15.27 | declared_value: 62036.99 | insurance: True | fragile: False
shipment_id: c0db54c4-a0b2-4731-803d-bf9bad3c5af9 | booking_id: ALC-2026-102648 | customer_id: 3f5017c1-4874-4f54-b946-c846be8eb0e1 | product_id: 4dd68d5a-c8e0-4f49-b66b-8aecb8ba3bda | carrier_id: 9718892d-93b3-434b-9027-bd7cab11b433 | warehouse_id: 8c2a17ec-8c99-4549-b321-4fc1b26b2c27 | route_id: 9aeaad3d-3d02-4be8-9055-5b0448329e54 | vehicle_id: e9b30dea-132d-42a9-bf5c-7c96269717ed | customs_id: 6a2de0f0-fafc-4f07-ae03-31fd70eb05a6 | weather_id: d3d246f5-b132-4dc0-a953-360317b3b1a8 | booking_date: 2026-03-07 00:00:00 | ship_date: 2026-03-16 00:00:00 | expected_delivery_date: 2026-03-24 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Urgent | weight_kg: 7244.8 | volume_cbm: 34.92 | declared_value: 195598.76 | insurance: False | fragile: False
shipment_id: 453f9516-8596-4c96-8e6f-4b19322e53ac | booking_id: ALC-2025-102649 | customer_id: 7a48d9aa-7ac7-46b2-aa7a-e9d0e1541f79 | product_id: 6b212679-8ea4-4f02-8b37-a95559dd675c | carrier_id: 11ddb394-c20e-4368-90c9-91eaa3b24ed1 | warehouse_id: e4d9a007-f7d6-428c-a610-24ffadd07b4e | route_id: efafbcf9-544d-4534-990c-f981279bd756 | vehicle_id: 231fc888-1d53-4dda-bbc1-4fbf00496629 | customs_id: 2f688147-3d1d-4fa1-a6f1-37db00f5484a | weather_id: de035950-5f94-492c-a8f2-9db2a8606d59 | booking_date: 2025-02-05 00:00:00 | ship_date: 2025-02-08 00:00:00 | expected_delivery_date: 2025-03-01 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 21377.12 | volume_cbm: 59.02 | declared_value: 46102.94 | insurance: False | fragile: True
shipment_id: a2994646-70e3-43bb-851c-c9f74c82cf66 | booking_id: ALC-2025-102650 | customer_id: d153e7c6-9ba4-49d1-ac8b-ca778f0fe3f8 | product_id: 086a44b3-939d-416a-b050-370d6359a99f | carrier_id: 30fd7e08-5712-4a82-b4f4-d9cb24ba587d | warehouse_id: 39344eb5-97cc-4eed-89e1-90c5c27fff31 | route_id: 828f9506-458c-4e05-a6c9-5d8e32cda590 | vehicle_id: db0a7c6b-4393-4494-b4b5-b088285b3f29 | customs_id: d549fd62-7884-4324-b352-ac0e054b613d | weather_id: b7118019-230a-4536-98ba-48a72cb9809b | booking_date: 2025-04-14 00:00:00 | ship_date: 2025-04-16 00:00:00 | expected_delivery_date: 2025-04-28 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: High | weight_kg: 10583.2 | volume_cbm: 49.49 | declared_value: 20394.95 | insurance: True | fragile: False
shipment_id: f1fd1d2d-b1a6-47a5-bf08-766c76e318b5 | booking_id: ALC-2025-102651 | customer_id: 13e882df-3f55-49ac-8dd8-b21f34419df9 | product_id: e9b11ecd-f336-4c4d-b318-e487c1ac54d0 | carrier_id: 23843bc6-e0aa-41bc-a816-4ef91df1854d | warehouse_id: 6e56a64c-8e8f-40f6-9257-3564979bee49 | route_id: af3d2bad-e640-4d92-b88e-7394a2c42c62 | vehicle_id: 3387e4c6-349a-4a74-8d22-59af6e3ca6ad | customs_id: ab999f6d-3eea-4693-a145-3dd49a2f5785 | weather_id: 05e4622e-2682-4e5f-af32-079ff422d09e | booking_date: 2025-07-07 00:00:00 | ship_date: 2025-07-11 00:00:00 | expected_delivery_date: 2025-08-03 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 23539.05 | volume_cbm: 61.56 | declared_value: 185324.45 | insurance: False | fragile: True
shipment_id: f3992af2-84a5-412a-a62e-43fc0e0dbb38 | booking_id: ALC-2025-102652 | customer_id: 4715a7bb-2542-45b0-89e7-0bdf2726a3db | product_id: 911a115f-13bf-495f-9bae-ebce38d68ea3 | carrier_id: 3a5ca239-2535-4915-8060-dc804fb1fea2 | warehouse_id: 47aeedbe-ae66-4d1f-bc03-5fcfa855d402 | route_id: 5c3b999c-b3cb-4b97-a56f-a246cf92a928 | vehicle_id: c5e057ad-35e7-42ff-b4c7-4d71d6de7bd4 | customs_id: 6dce048c-e47a-420c-87fa-39d9f37e34c5 | weather_id: 20853ab4-6863-4a88-82a4-fbe1e917356b | booking_date: 2025-12-20 00:00:00 | ship_date: 2025-12-28 00:00:00 | expected_delivery_date: 2026-01-19 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 1213.65 | volume_cbm: 54.74 | declared_value: 94278.6 | insurance: False | fragile: False
shipment_id: ef04a0e4-cfd5-41cc-a9df-00c14f3b9e2c | booking_id: ALC-2025-102653 | customer_id: 46d70583-cd41-4a68-bf29-fd5e4e4d9058 | product_id: 3f275e84-0a57-4217-bc8c-dfa216b50bef | carrier_id: fe5314fc-80db-4d08-98cf-440d9110c203 | warehouse_id: fa40970a-9e7a-4204-8828-aa060f891103 | route_id: 5b1ca3ed-f04f-4e15-9fc1-e8e01bca8fb3 | vehicle_id: 2273b1b4-c789-4025-849b-8a6e02a9c034 | customs_id: 65ffc0cb-5686-4db4-bcf7-d2721a7cba1e | weather_id: f7237720-9219-4a85-ae0f-f01fac241b0e | booking_date: 2025-11-13 00:00:00 | ship_date: 2025-11-15 00:00:00 | expected_delivery_date: 2025-11-24 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 36571.64 | volume_cbm: 59.09 | declared_value: 15822.42 | insurance: True | fragile: False
shipment_id: 9cf18fde-d5b3-4eaa-84dd-1bff78cf2b5f | booking_id: ALC-2025-102654 | customer_id: 91ae1c91-8c8d-4cd7-aec5-696ee1e32e11 | product_id: dddd45e1-3db7-4a9a-aadc-2dc54d21ca5e | carrier_id: 48befa66-7960-49b3-ad94-1ce71df154f8 | warehouse_id: 52702b76-093c-4948-9d3f-df55f12de643 | route_id: b08f17b0-c962-47fb-935e-52bb23f329eb | vehicle_id: 40307b41-9adb-45ef-93f3-7d73ce48904a | customs_id: 03d613af-2cfb-4b85-8248-c62c4b9100e2 | weather_id: f5b78d37-3ec8-46f4-a79d-7ad1eaff1e7a | booking_date: 2025-10-29 00:00:00 | ship_date: 2025-10-31 00:00:00 | expected_delivery_date: 2025-11-05 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 9456.48 | volume_cbm: 32.37 | declared_value: 177675.84 | insurance: True | fragile: False
shipment_id: 818c5817-630e-43b2-b02d-9500e5d3ba56 | booking_id: ALC-2025-102655 | customer_id: 231f9d3f-74ec-4c3b-9578-9abe5f0dd572 | product_id: 17332660-3efe-4fff-bf60-588c1de52248 | carrier_id: 58868d29-fa89-495b-a34a-a988c282c454 | warehouse_id: 90e377ec-7334-4fd0-b6e0-8a8c0032fd33 | route_id: d50b12af-8cab-4894-8078-328e8cf5d4fb | vehicle_id: 6157b7ad-9814-4f50-a06f-ee3aa8fb3d2a | customs_id: 6a0b4551-39cb-4ca6-b3c1-60aa1182fd16 | weather_id: 031a3034-c452-45ed-bb97-c34ab1e17fdb | booking_date: 2025-12-18 00:00:00 | ship_date: 2025-12-19 00:00:00 | expected_delivery_date: 2025-12-25 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Urgent | weight_kg: 14405.58 | volume_cbm: 22.52 | declared_value: 159423.14 | insurance: True | fragile: False
shipment_id: aa29652c-5ebf-445a-85fe-9dfa4e725b5b | booking_id: ALC-2025-102656 | customer_id: eee58354-e0de-431e-b0aa-b0acb8254fe6 | product_id: 1e7a5429-900c-4612-944c-64782d1918d4 | carrier_id: 298b795f-1fa7-4eb4-8e59-0c62af02e672 | warehouse_id: 0cff0a50-0fb9-4b80-9707-166e6b0f0bb0 | route_id: 86bc49c8-1c5a-411e-8668-3d7db6f92820 | vehicle_id: 6bc737c4-c2c1-412b-9d01-898df0db8fa1 | customs_id: fd1ec6e9-0eb3-4aa2-acb2-ea1385da9252 | weather_id: 42ac28b7-a582-4a75-bd1c-d8bc080d9508 | booking_date: 2025-03-27 00:00:00 | ship_date: 2025-04-05 00:00:00 | expected_delivery_date: 2025-04-09 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 3623.36 | volume_cbm: 25.08 | declared_value: 156409.22 | insurance: False | fragile: False
shipment_id: 0061864e-6f70-42e7-86f0-3d7812f7e695 | booking_id: ALC-2025-102657 | customer_id: 54ceaa5e-dd6f-43aa-9af3-60e7a4185b47 | product_id: 443978c2-72fc-439e-a7a5-cc13e6fc7b6c | carrier_id: b0f54007-f4ed-4b77-a2e5-7a7315286b56 | warehouse_id: fcfbbfcb-65d6-478e-81ed-3518a312e979 | route_id: b4bd8800-aec1-4428-af3d-6febf726e41a | vehicle_id: 0fe03455-64cb-40cb-815c-558168a7112e | customs_id: 21cc10ae-ed0b-4a6e-92da-857e8f9824fc | weather_id: 33607883-e12f-4a64-aa81-aa11fc24f320 | booking_date: 2025-08-21 00:00:00 | ship_date: 2025-08-28 00:00:00 | expected_delivery_date: 2025-09-17 00:00:00 | shipping_mode: Rail | shipment_type: Export | priority: High | weight_kg: 20312.46 | volume_cbm: 38.44 | declared_value: 228959.55 | insurance: True | fragile: False
shipment_id: 513df186-d395-48b6-98c3-e9e8686a6e3f | booking_id: ALC-2026-102658 | customer_id: 324f32ab-d606-402c-b835-ba05f164d5a7 | product_id: e40b14a6-9d69-4eac-aa81-ef523262354f | carrier_id: 241ea3c5-7b9e-4e9b-b396-0dd48e013262 | warehouse_id: 896d5526-9d74-4dd9-8e49-c843bd374139 | route_id: bde4302c-f1bd-454e-8893-79989c6b0cdf | vehicle_id: 3058183b-7c17-4cdf-aa3e-a5e9be4d0fe0 | customs_id: 0d0c00de-d614-499e-826a-366226e09eb8 | weather_id: 94756c34-915d-4453-b776-cf589c8cfb28 | booking_date: 2026-03-02 00:00:00 | ship_date: 2026-03-05 00:00:00 | expected_delivery_date: 2026-03-16 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 17133.12 | volume_cbm: 69.63 | declared_value: 150536.07 | insurance: False | fragile: False
shipment_id: df0bb936-96c7-483d-b793-9ceacb54b33f | booking_id: ALC-2025-102659 | customer_id: 923a0ff4-1b0b-4de3-9dc4-5da5e1298aab | product_id: f8bf345b-ba16-44df-8428-821e2db4d07c | carrier_id: 79fa5028-3663-40db-b64e-3d71cbfb9299 | warehouse_id: 09c1990f-1493-47f1-b9c9-fb26ac283cf4 | route_id: 5c6849f9-ce72-41a8-9bce-65d5b4c2c6ef | vehicle_id: 9ec4a802-ae53-40a5-9051-6dc97173c202 | customs_id: fa6d93f6-ce0d-4ba5-a1a8-ea58e861d000 | weather_id: 98ff6811-c974-4ec8-8d29-612a291e9a19 | booking_date: 2025-06-14 00:00:00 | ship_date: 2025-06-20 00:00:00 | expected_delivery_date: 2025-06-27 00:00:00 | shipping_mode: Air | shipment_type: Export | priority: Low | weight_kg: 42210.08 | volume_cbm: 25.22 | declared_value: 120074.19 | insurance: True | fragile: False
shipment_id: c8ef35fa-c0de-452b-9e4b-2416ffc6e73d | booking_id: ALC-2025-102660 | customer_id: bbad6071-0d1c-40a7-84a8-653401447d14 | product_id: e969d61d-80c2-4fd6-8d35-df45da42d839 | carrier_id: 9b653aa4-9ad1-43f4-88ae-31b853b99b69 | warehouse_id: fc3c7a47-0ab1-43c6-b6b5-6e53e24c7037 | route_id: 7dcd43a7-dc7a-4073-81c6-2caf2b29a0e5 | vehicle_id: 7120618e-c3d9-4c36-89f9-703954828916 | customs_id: e521fb4b-4513-4f22-bfd6-a707180c8c47 | weather_id: 03842663-6d5f-4207-a185-6eceb249f3d9 | booking_date: 2025-12-13 00:00:00 | ship_date: 2025-12-16 00:00:00 | expected_delivery_date: 2026-01-03 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 21365.41 | volume_cbm: 22.33 | declared_value: 249068.49 | insurance: False | fragile: False
shipment_id: deb74456-a448-4467-a9da-a6f686fa4da9 | booking_id: ALC-2026-102661 | customer_id: 11b203d3-cbcd-4eb7-8169-671269dcd8e2 | product_id: a1463fec-65ec-46ff-a494-8f632085efbc | carrier_id: 617681ae-3744-484f-890f-e5d5b25af0ff | warehouse_id: 37cb15d8-70bf-4ff8-8969-ab942c871ead | route_id: 3cd67c4c-6479-4e82-9275-18d0b945e673 | vehicle_id: ace76653-31d5-4bc8-a33c-5d2a3f5d6a32 | customs_id: 1d6ffde8-e997-4653-8111-bb315e67afd3 | weather_id: 422141ce-d7df-4bab-9912-0ea97a061999 | booking_date: 2026-03-01 00:00:00 | ship_date: 2026-03-02 00:00:00 | expected_delivery_date: 2026-03-11 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: High | weight_kg: 34558.16 | volume_cbm: 54.24 | declared_value: 16066.08 | insurance: False | fragile: False
shipment_id: 0839d19b-14d9-43fa-8428-24ca5424ea7f | booking_id: ALC-2025-102662 | customer_id: d15c36e8-4f02-4390-8d1e-159fb558f37d | product_id: 8918df29-55c4-4fbe-87cb-9897db0156ae | carrier_id: 67f13b2e-7a66-4b3b-9984-3f798c86a8a5 | warehouse_id: 51fcf161-944a-42b1-9b14-93c348bd4b61 | route_id: dd7f5465-9d17-4244-9d99-1d1bd282c151 | vehicle_id: a6b69215-dbd9-41df-9309-b6e3de50252e | customs_id: 15797c66-daab-4fc9-b8a9-729f6fa343b0 | weather_id: 90acee3d-befe-43fc-981f-d030c6956962 | booking_date: 2025-03-10 00:00:00 | ship_date: 2025-03-17 00:00:00 | expected_delivery_date: 2025-04-05 00:00:00 | shipping_mode: Sea | shipment_type: Export | priority: Normal | weight_kg: 22914.0 | volume_cbm: 22.84 | declared_value: 13174.48 | insurance: True | fragile: False
