Sheet Name: Shipment_Delivery_History

history_id: 09a35845-c050-47bf-badb-06bc4fb95131 | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | actual_delivery_date: 2026-01-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5f63d1cb-d507-4f79-b63b-60f674b33c87 | shipment_id: a840b6da-cbd6-4d3a-a95c-8de711bc3ef8 | actual_delivery_date: 2025-11-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 26885ac2-4c23-47d1-a28b-9dee73efa547 | shipment_id: 5c10d13c-628e-4c86-926d-85736c8a6858 | actual_delivery_date: 2026-01-02 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 3df216f0-a1b7-4522-b0aa-123add7760e6 | shipment_id: f6843947-0aec-4044-891f-88c04af0f54c | actual_delivery_date: 2025-02-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 80afa538-880c-4c70-8ba2-c30168605fa9 | shipment_id: 5206d969-0b1d-42ed-9ba6-8f3216950645 | actual_delivery_date: 2026-02-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: a5020b98-5104-4687-9bcb-6e7db6bd128f | shipment_id: cb6ab04a-3337-47f7-9f4d-7e8d816a8841 | actual_delivery_date: 2025-08-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3d07b572-950d-417a-8112-896c69949931 | shipment_id: 1193b8bc-2189-450d-b625-f1260f8fffac | actual_delivery_date: 2025-09-12 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 6072c07b-a046-4815-98e5-4f5f1176279a | shipment_id: 2cb511b6-c54e-40d2-b067-541a05d9e105 | actual_delivery_date: 2025-09-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 6907252d-e3ab-4d2a-8ef9-fd40b73ce9ce | shipment_id: 1587fa19-cc96-4fb1-88ad-a78beec576bf | actual_delivery_date: 2025-12-19 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: edae1b25-d201-40cc-b802-a3788555fa89 | shipment_id: cc60d035-ff07-4eb0-9400-47e1dc84f656 | actual_delivery_date: 2025-09-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ea2cbc63-0e62-49b1-a193-bde03535b6af | shipment_id: 13413dd7-2fa4-47c2-9650-36ec70f0edb6 | actual_delivery_date: 2025-08-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a8db0433-01a7-4bdb-ad4f-622748f7c43a | shipment_id: a4b0c38f-6f72-4fe1-b430-9c2b2a8db8cf | actual_delivery_date: 2026-02-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: cb4a37f6-f025-41d6-a180-b0fdb63cd0ab | shipment_id: 99dc17ed-f484-4b82-9a3f-fbfc22b338aa | actual_delivery_date: 2025-12-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f1038416-bcb7-4d42-abe8-668d79b1cea4 | shipment_id: bd79c330-6b88-460a-aad1-ddedb9af7d97 | actual_delivery_date: 2026-01-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 50da8d61-d2b1-44e6-a598-fd7d74406cce | shipment_id: 2e402f0e-15ab-4be2-aa24-e88a58d77cf8 | actual_delivery_date: 2026-01-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3367908a-1936-48b9-8a01-e3a651617ffd | shipment_id: c8a0af4e-b793-4359-8b14-d228169c8cb7 | actual_delivery_date: 2025-05-28 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: e09117ff-b6d2-456c-b30f-de6f8e129830 | shipment_id: 0e6f5faf-b948-4e5c-802e-a44b63452e6d | actual_delivery_date: 2025-04-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: dd45feac-be3f-4f88-bfa7-554b8c0c2686 | shipment_id: 372908a4-b622-4bcf-8edb-a10fbbcc6f76 | actual_delivery_date: 2025-02-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 6f5ef3e2-077c-432a-907e-368f100d2795 | shipment_id: 092c3a02-f321-44e4-9ac0-e3484de09ec0 | actual_delivery_date: 2025-11-23 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 822560ac-9946-4a4b-a21d-ac1e126b4fb4 | shipment_id: cfb19ebe-3b52-4b3e-ad71-217f9512262b | actual_delivery_date: 2026-02-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: b0a2d424-8cab-4b50-bffc-cb17c6976ebb | shipment_id: 058a4df2-a2e2-4763-a595-0a6476fdcaaa | actual_delivery_date: 2025-10-06 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 1ac61033-1c26-4b30-aba5-266b2c9eb6a6 | shipment_id: d6b8eb00-a8b3-47f6-b66d-d8323a013a05 | actual_delivery_date: 2025-04-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a4217610-e3d9-479e-acc5-a0ba274b9dd5 | shipment_id: ca597302-37dd-451c-8cc9-5359b0ee309c | actual_delivery_date: 2025-03-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 98eb3df5-2aca-4491-b293-ed8b7263a9f8 | shipment_id: 58512ff3-bf2f-4308-bbf0-f148a62f7e73 | actual_delivery_date: 2025-04-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a13ecd2b-f443-4b4d-ad70-187620173ff6 | shipment_id: bcabb58c-2c9c-4a2f-bc6f-faf3ae14e8a4 | actual_delivery_date: 2025-03-16 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 28c25100-2cc7-41e4-8841-fd4a798f640f | shipment_id: d0e551f0-75fe-458a-98aa-85d2e874fc4e | actual_delivery_date: 2025-01-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 743a8446-4712-4488-b9e1-4b11711b9d87 | shipment_id: e84754ee-90a7-49d8-b1cb-91e25d6f14b1 | actual_delivery_date: 2025-06-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 48ea0950-09ad-4e5c-8aca-124739d52782 | shipment_id: b2ba2915-4bbc-4cb3-a436-4ac74d900143 | actual_delivery_date: 2025-08-25 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 9779eed1-1b11-47d9-9cdb-d941cc5f3e14 | shipment_id: 1e93ec7e-3b7d-4bbb-9c2c-f2e2b4bbdb61 | actual_delivery_date: 2026-03-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 31255361-2db5-4b69-9fef-aa57fe47a207 | shipment_id: ec47850d-896c-4165-a499-6ce1ffcc4e0f | actual_delivery_date: 2025-06-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 07d7f2eb-a88b-4e59-9d15-47ace753f4ba | shipment_id: 52cd332f-7741-49f7-92f5-5d96fdcc831e | actual_delivery_date: 2025-11-05 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: ed3e1c8a-c5df-4784-ad7d-f75e83def351 | shipment_id: 685d6ba9-d20d-4190-9be3-6c2c4e6b6cef | actual_delivery_date: 2025-09-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9134c837-13ae-4608-b9cf-fe61cdf94ce1 | shipment_id: 93db8f47-0168-416d-a8ef-f20d04b97955 | actual_delivery_date: 2025-02-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a0a85d65-8a9a-40f4-97cb-24dcdf58025c | shipment_id: 7e6ff434-d3c5-4ea2-9e34-5ca91ac47015 | actual_delivery_date: 2026-03-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: cc6c7f01-96aa-4b8d-812c-f497924e1522 | shipment_id: 07714664-15ef-4f28-8288-279314363ac4 | actual_delivery_date: 2025-08-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: cfa54205-9d61-41d6-b8f4-96052c4d6198 | shipment_id: f282ef7f-9586-479e-b359-ec4a69f685ae | actual_delivery_date: 2025-01-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 7b4ec121-87de-4885-8fe3-56c9aff25004 | shipment_id: c3eb1189-9de3-41b9-a7a4-77737986ff41 | actual_delivery_date: 2025-04-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: e783b9d1-5649-4263-8485-d7b23d7937b7 | shipment_id: d459aba0-4cca-4345-9798-6af15aa3c5f0 | actual_delivery_date: 2025-06-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 93dc0f39-24ac-412e-9394-db2a6f07c4f3 | shipment_id: 187ea3ee-ebe1-48fa-91ea-8f754f59e815 | actual_delivery_date: 2025-05-17 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: ad45f95c-18ec-4e1f-b10c-780a6b4c054d | shipment_id: 87473e7b-63fe-4ff8-ba96-b62f1d667403 | actual_delivery_date: 2025-04-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c017bf79-bf9e-4a5c-b809-02302831e64c | shipment_id: a99d57de-5147-4954-9f2b-8b0514cc74ef | actual_delivery_date: 2026-02-08 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: c746ccc7-f694-47ec-9e44-edf2a9a486d8 | shipment_id: 84c161bd-c9ae-41fa-a277-9e0ebc68257e | actual_delivery_date: 2025-01-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ad98277d-1921-4a54-b794-57cc9c2e5ae4 | shipment_id: 3bf8ea34-bc69-4b91-8052-661fc7af9e67 | actual_delivery_date: 2025-09-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 462e0595-ef66-4d70-815c-4c0d1de8bbdb | shipment_id: 46024c6d-eb18-40e9-be87-93f34c2a7eab | actual_delivery_date: 2026-03-06 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: fa642b47-624d-43b7-b0ce-349a1b94289c | shipment_id: 25aa9194-9039-4096-a30b-570eb3bfcf4e | actual_delivery_date: 2025-04-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9d83f7e3-5f66-4688-8be3-6dc20e017298 | shipment_id: b53484bd-122c-408f-952e-e4852d877162 | actual_delivery_date: 2025-01-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 70c4f80b-4379-4cc9-ba93-e44e2819e730 | shipment_id: dacc3a5c-632e-4c41-a1c8-902eb4848517 | actual_delivery_date: 2025-08-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 7573b0a3-49d6-4116-a8f3-50b87d282a16 | shipment_id: bbcb7877-0664-4500-a7d9-fc372a853111 | actual_delivery_date: 2026-03-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3a9f7e3e-fbb5-4a23-ba81-b6317ea186ae | shipment_id: c3ef925e-ed99-420e-8a7d-a23a6b19ec46 | actual_delivery_date: 2025-06-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c7eee004-53f5-42f7-adea-1660059ec352 | shipment_id: b95199fe-7384-49be-bd92-61c5ed52b574 | actual_delivery_date: 2025-06-06 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: eb8007b3-af57-4df1-8b5a-54b9f837e697 | shipment_id: 9c451479-f6cc-4b01-a463-6ed5690de64f | actual_delivery_date: 2026-02-27 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 549ef5dd-cc6b-499d-84c7-323f1748c9c2 | shipment_id: fd9aac3e-b931-45f4-96e5-00183d4243ba | actual_delivery_date: 2025-11-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 7fe70976-ff5c-4bf4-85c9-06ad294ae9eb | shipment_id: d108a628-0c2e-4c6d-9b77-43e0f6090f60 | actual_delivery_date: 2025-11-03 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: ffb41a0a-3438-4972-acca-7ca74d92f2fe | shipment_id: f2f63c08-af29-4ea2-b9bb-1632e0532133 | actual_delivery_date: 2025-05-23 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: c768da2b-8505-46c3-85e8-bc63dd8dbeb6 | shipment_id: c4e233d0-e828-4a54-bff4-cf70df7e03ea | actual_delivery_date: 2025-06-16 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 03d47bf0-3f23-42ec-961b-5cfc1e6da0de | shipment_id: e2e4fa68-9939-483e-b0ea-3db5b668e594 | actual_delivery_date: 2025-11-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 83bdaa2f-2fdf-462e-b528-a27c7727440b | shipment_id: baa9ff60-6b2c-460e-b922-9f9e6f29df1f | actual_delivery_date: 2025-09-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 1fa5ce60-27fa-4e68-a7d3-e61ef07b263a | shipment_id: 4c3aa740-eb7d-41ed-a668-ef966007c219 | actual_delivery_date: 2025-04-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c07ddc3b-c3b7-4c1d-8ffc-d410001c2e55 | shipment_id: ed5196b9-9fc9-4ffe-ad9e-9872f17b50b9 | actual_delivery_date: 2026-01-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 798ac8dd-f5cb-471f-88a0-e4017cce8b19 | shipment_id: f4c7a03a-c017-471c-afb2-71a24bf0d250 | actual_delivery_date: 2026-03-25 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 4e8328fe-6d73-4e6f-ab05-9128c2b7e64d | shipment_id: 8f607bda-4df7-4544-8bdd-28b20179538d | actual_delivery_date: 2026-04-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: eadbe30d-0fef-41a7-9cc6-bc84a340a4db | shipment_id: 16cec497-8deb-49ae-acd9-ede80a53be5d | actual_delivery_date: 2025-05-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b7d7528d-f1df-4596-8635-7f0267931f86 | shipment_id: 5d102dbb-cec2-4692-bf8e-366915d7f3e1 | actual_delivery_date: 2025-05-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0367e77a-9ecf-4842-bb8e-288fc398c5f7 | shipment_id: 1b8a71aa-bf0a-4fb3-90f4-5c8dc7328fe4 | actual_delivery_date: 2025-08-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: bf4c0e44-b9bd-40aa-81cc-49c1e6ccdf97 | shipment_id: 2c17aa39-be71-417c-bf82-0850ba033210 | actual_delivery_date: 2025-06-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 9d1e7f3a-fb0d-40a9-add3-28ff49678c0d | shipment_id: 9b4c6427-a3a9-4acd-b730-9dd6a930c3f2 | actual_delivery_date: 2025-09-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bee94bf5-2018-47b3-857d-a1c1addce17b | shipment_id: 5c68a72a-64ff-43c9-907a-29afc5e53eff | actual_delivery_date: 2025-03-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a046f19a-7fcb-4dc3-96e0-a2447155f41c | shipment_id: a9772910-a068-4b69-9347-adf6b6d9c83d | actual_delivery_date: 2026-02-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 27f1ac18-072f-4394-9591-3c3189100f2b | shipment_id: 4280eb52-fbc5-41d8-a4fd-b5eec168ad0e | actual_delivery_date: 2025-09-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ad309fe5-5b27-4b56-9c5d-c9bcd143d013 | shipment_id: 9c5cbd5b-ca11-48cc-ad9c-78dacba8aea8 | actual_delivery_date: 2025-09-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c7ffc20f-d77f-42b8-b92e-3f8edc56ea12 | shipment_id: f4b9c18f-51b6-4b3a-a1d5-a6f593c588da | actual_delivery_date: 2025-07-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: d0dea446-1a96-4c58-a44a-440bed10534b | shipment_id: ffe37cab-965a-4811-a29f-09ba11c95a5b | actual_delivery_date: 2025-02-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a6cb8338-a19e-4b06-93bf-ea86ffd5dc08 | shipment_id: 823d2e85-1e0a-4cd2-8652-eea1028d2bf9 | actual_delivery_date: 2025-03-25 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 3d866cac-f040-4e2e-b407-7e1a021312fa | shipment_id: 7959d668-d63f-4b5e-b535-4011d5a6c44c | actual_delivery_date: 2025-05-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0bb519f1-5c90-403a-b7e1-ed8ed2a84330 | shipment_id: 2f849fdf-24c3-48c6-a45a-ae00695d821e | actual_delivery_date: 2025-08-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: e67940dc-d152-479b-a534-21407329afb8 | shipment_id: 445c0d86-34dd-491f-b99e-893af893a842 | actual_delivery_date: 2026-02-06 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c5346d8a-6c28-4fee-95a0-58eb5d901b03 | shipment_id: 3d7430cb-b312-429f-9c6d-b4cfe2b83c31 | actual_delivery_date: 2025-01-31 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: dae422d0-1232-4896-86ad-3830725353a0 | shipment_id: 70731287-45af-4b5e-af67-0eb92059f9a8 | actual_delivery_date: 2025-10-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ee886197-ee0e-44fb-a5da-a25752615f24 | shipment_id: 35124c84-be08-4d05-88ae-36ef19473585 | actual_delivery_date: 2026-01-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 9ad98ae2-ed87-4123-9b51-d3b017a7cacd | shipment_id: f1f00894-dc0f-4df2-9870-8dbbbba6d946 | actual_delivery_date: 2025-08-23 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 71c5c8bd-67b0-4a88-a594-ad0868318c66 | shipment_id: 9a576b0d-1104-4d10-aef2-c5e67f431bff | actual_delivery_date: 2025-03-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: bcb9b78d-d095-4be4-9f15-205db450a421 | shipment_id: b974f884-9538-496f-9e4b-690d492d30d5 | actual_delivery_date: 2026-04-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f554d0d4-db97-4605-97d7-149988883a19 | shipment_id: 11ec00a0-2d98-4fb0-8394-e6bd30b578de | actual_delivery_date: 2025-05-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 906f1bdb-c278-4630-903e-6a9fa814d5b2 | shipment_id: ef8084b7-7745-4059-a0e7-900d7f9bd65b | actual_delivery_date: 2025-07-06 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c33da4ef-41a9-4c4b-8d22-7102e2869f1b | shipment_id: 43c9bdcb-1299-4938-8c02-236ad0b0d128 | actual_delivery_date: 2025-09-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 1783e2c2-1f7a-4468-b945-dfcf5fd0df11 | shipment_id: 3849a5fb-adba-45ec-9d7c-55cffcd88f89 | actual_delivery_date: 2025-12-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: b7fda2f8-f8a6-4bc6-82f0-c5e403e3413e | shipment_id: fa3a367d-bc6c-40e9-8ee7-d52637dd3a12 | actual_delivery_date: 2025-12-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: af4ecc05-4601-4851-92a3-8e2a0f3c0ee7 | shipment_id: 573c2997-495a-4c93-9a6d-b990b6586d8d | actual_delivery_date: 2025-06-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 46a16cd5-926a-402d-b54e-5e2acb5ff6ac | shipment_id: 74679d00-92b3-4fd4-b074-d2358b44acf1 | actual_delivery_date: 2025-06-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c14e97d5-b4a0-4529-a134-60231ddcee74 | shipment_id: 98f41276-59b4-484f-9ac7-7329dcfacf37 | actual_delivery_date: 2025-12-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9f68472a-565e-4a13-8cb8-0aca4f6f95d4 | shipment_id: 6df777ad-f20c-4923-abce-fcbfea7c61c4 | actual_delivery_date: 2026-01-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 741cc3fd-40c8-4c76-add7-b2a20c18e56f | shipment_id: 859305a7-d257-45ac-9bc9-c6dcd0352ce4 | actual_delivery_date: 2025-12-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: afe65d86-f5ba-4b57-b44c-bcb079fdeaae | shipment_id: 47e30d94-51c5-4a33-ac62-f1f3b2f6a8fa | actual_delivery_date: 2025-12-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 653b1543-7c61-43b8-b31e-73c289b7ceff | shipment_id: 154698e1-2f4f-4b4e-8020-34794fa4c9ab | actual_delivery_date: 2025-04-06 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: fbef5b99-0ab3-478e-a815-d9157505a2c5 | shipment_id: 2093d5ee-865e-46a0-ba7b-c76b15c3f5d1 | actual_delivery_date: 2025-02-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 751ed37d-3fc5-46ed-bc41-7f1e3ab76111 | shipment_id: e2bcef76-d703-4296-b42c-4d68b6b8cde0 | actual_delivery_date: 2025-05-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 7609b61f-4efa-4024-9588-9fb8a8612358 | shipment_id: ebd7a929-0d05-4286-9b9b-0752db9f923c | actual_delivery_date: 2025-12-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 39e3e1d4-bb63-4af6-9b1d-ae637155d32b | shipment_id: 84edbb21-6b0b-4c4d-a22e-fa2d7e3bbd1f | actual_delivery_date: 2025-11-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 63d9b230-1e63-4778-a43d-735baf792e11 | shipment_id: f5662ac9-2f71-42b7-8572-9dc31b205cfa | actual_delivery_date: 2025-03-10 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 6c28229a-48ec-4e22-9897-a0d59c60032c | shipment_id: b8e6d0bf-ad0e-4816-ab92-a557fa61f76e | actual_delivery_date: 2025-08-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 556ccb8c-19ad-419d-8096-9fa913e5fed3 | shipment_id: 2119184c-fb8c-40b0-af66-d45499e32758 | actual_delivery_date: 2025-12-21 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 2ad35293-5dac-4ba7-b124-e401835acf16 | shipment_id: dc6e3406-3eeb-48fc-b970-76b1eb30a1b2 | actual_delivery_date: 2025-04-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9e30158e-e446-413b-9352-22ccdea0e5b9 | shipment_id: f7f8137c-06fa-474e-aa32-885faf65f1b4 | actual_delivery_date: 2025-11-27 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 7376d2bb-2e66-4c89-97e8-8a6f28a25fb4 | shipment_id: 6cc20be0-39b5-4af1-aee0-e60ee111f11f | actual_delivery_date: 2025-04-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: d5b38e8f-018d-474a-8df4-6506bbe17744 | shipment_id: 107b3887-7f36-4c3b-81d6-609c08f51075 | actual_delivery_date: 2026-01-17 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: a99a10ae-fddd-4781-bda2-6581b2a85aee | shipment_id: 80f1a752-5261-4d7c-81e5-ef39cb70a392 | actual_delivery_date: 2026-02-05 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 97b61ecb-0ceb-41e5-850c-2a480a90a6da | shipment_id: 8d5a5918-9346-4fcf-9d39-18834d4c9ac8 | actual_delivery_date: 2025-05-08 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
