Sheet Name: AI_Model_Registry

model_id: a417fe1f-d2f3-4f5c-a87b-c37ba769653f | model_name: document-intelligence | model_version: v1.6.6 | model_type: Anomaly | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/anomaly/457c928958ba | deployment_status: Testing
model_id: cccf32e8-1b08-4804-926f-1088980a7e1a | model_name: risk-summary-llm | model_version: v4.5.2 | model_type: NLP | training_dataset_version: exim-ds-2025-08 | artifact_uri: s3://allcargo-exim-models/nlp/5dbc1937f820 | deployment_status: Production
model_id: d2e56afb-cf62-436c-bb87-57d4d376fbe3 | model_name: document-intelligence | model_version: v2.2.3 | model_type: Classifier | training_dataset_version: exim-ds-2025-04 | artifact_uri: s3://allcargo-exim-models/classifier/d6b4de318616 | deployment_status: Production
model_id: b82d9bb7-06cb-492e-a4f5-3cfe0f0cabfd | model_name: delay-risk-classifier | model_version: v4.4.9 | model_type: Classifier | training_dataset_version: exim-ds-2025-11 | artifact_uri: s3://allcargo-exim-models/classifier/4f9a17217977 | deployment_status: Testing
model_id: 9db05f47-3196-4da3-b370-9e59799bed26 | model_name: anomaly-detector | model_version: v1.5.7 | model_type: Classifier | training_dataset_version: exim-ds-2026-06 | artifact_uri: s3://allcargo-exim-models/classifier/2679da834315 | deployment_status: Production
model_id: 6fa33f5b-7d72-4a7c-9d4b-258f34a38099 | model_name: risk-summary-llm | model_version: v2.4.2 | model_type: Classifier | training_dataset_version: exim-ds-2024-01 | artifact_uri: s3://allcargo-exim-models/classifier/463d706fb529 | deployment_status: Production
model_id: 06c06f56-3a2c-4ada-902f-aa9630a3d3d6 | model_name: document-intelligence | model_version: v3.9.5 | model_type: LLM | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/llm/a9f974185455 | deployment_status: Retired
model_id: 82cdaf5c-9596-431a-a63a-4778d26f9464 | model_name: eta-regressor | model_version: v4.2.8 | model_type: Anomaly | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/anomaly/54a5aa221633 | deployment_status: Testing
model_id: 01fa128d-69c1-40a7-84b5-d6b98ad47051 | model_name: delay-risk-classifier | model_version: v4.1.5 | model_type: Classifier | training_dataset_version: exim-ds-2024-08 | artifact_uri: s3://allcargo-exim-models/classifier/979ae6e5fcba | deployment_status: Draft
model_id: 072cf8dc-0b26-46a7-97f3-46dc9f0d2a1d | model_name: eta-regressor | model_version: v1.6.0 | model_type: Classifier | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/classifier/3f7ecdf57830 | deployment_status: Draft
model_id: 8219876a-46f3-4143-83ea-adfc11f16384 | model_name: anomaly-detector | model_version: v2.5.9 | model_type: Classifier | training_dataset_version: exim-ds-2025-03 | artifact_uri: s3://allcargo-exim-models/classifier/3f656fa085ff | deployment_status: Draft
model_id: 020459a3-109d-4e09-9404-912d2b46024d | model_name: risk-summary-llm | model_version: v3.9.9 | model_type: Regressor | training_dataset_version: exim-ds-2026-03 | artifact_uri: s3://allcargo-exim-models/regressor/4557bb924347 | deployment_status: Production
model_id: a8ecded2-b769-458b-bd53-e817e493aaa1 | model_name: risk-summary-llm | model_version: v4.1.0 | model_type: Regressor | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/regressor/31d8002accb1 | deployment_status: Production
model_id: 465d11cc-1ef0-43eb-8293-4fbf55770350 | model_name: delay-risk-classifier | model_version: v4.5.0 | model_type: Classifier | training_dataset_version: exim-ds-2025-06 | artifact_uri: s3://allcargo-exim-models/classifier/d79c5fb48c96 | deployment_status: Retired
model_id: a46d0936-e45c-428f-8135-59654e5120c6 | model_name: document-intelligence | model_version: v4.7.7 | model_type: NLP | training_dataset_version: exim-ds-2024-04 | artifact_uri: s3://allcargo-exim-models/nlp/9d4c99a4bc88 | deployment_status: Testing
model_id: 1419bf13-4d97-4a45-836a-ba70b37adbb3 | model_name: eta-regressor | model_version: v2.4.4 | model_type: Classifier | training_dataset_version: exim-ds-2025-06 | artifact_uri: s3://allcargo-exim-models/classifier/b6e36949ef43 | deployment_status: Draft
model_id: 86565041-44ee-451a-bf9b-8a22d054e1cf | model_name: delay-risk-classifier | model_version: v3.6.0 | model_type: LLM | training_dataset_version: exim-ds-2026-11 | artifact_uri: s3://allcargo-exim-models/llm/f19732617819 | deployment_status: Production
model_id: 9edcd0dd-f642-46cd-8f16-7ecada569d17 | model_name: anomaly-detector | model_version: v4.9.2 | model_type: Classifier | training_dataset_version: exim-ds-2026-05 | artifact_uri: s3://allcargo-exim-models/classifier/6771a706991e | deployment_status: Draft
model_id: 12e94ef7-c932-4a1e-b483-909da85d3d14 | model_name: risk-summary-llm | model_version: v2.8.1 | model_type: Regressor | training_dataset_version: exim-ds-2025-04 | artifact_uri: s3://allcargo-exim-models/regressor/1bf0a394be66 | deployment_status: Testing
model_id: 99adfdaf-159d-4438-86b3-a304a6d81490 | model_name: document-intelligence | model_version: v3.5.9 | model_type: NLP | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/nlp/1801a7c1eb7e | deployment_status: Testing
model_id: 26d02f2a-7372-4147-b9cc-a66c4e95003c | model_name: delay-risk-classifier | model_version: v2.9.2 | model_type: Classifier | training_dataset_version: exim-ds-2025-06 | artifact_uri: s3://allcargo-exim-models/classifier/ea599204be06 | deployment_status: Production
model_id: a7bce892-1ecc-4938-a6c8-3532435edc50 | model_name: risk-summary-llm | model_version: v3.1.8 | model_type: Classifier | training_dataset_version: exim-ds-2026-11 | artifact_uri: s3://allcargo-exim-models/classifier/23facf58f611 | deployment_status: Retired
model_id: c93acaf2-4fbe-4264-b528-e67b5305470e | model_name: delay-risk-classifier | model_version: v1.4.5 | model_type: Regressor | training_dataset_version: exim-ds-2026-01 | artifact_uri: s3://allcargo-exim-models/regressor/f8383037f729 | deployment_status: Retired
model_id: 4b043edc-593c-48e3-af87-fe4ba5853f40 | model_name: document-intelligence | model_version: v3.4.5 | model_type: Classifier | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/classifier/e043cec1f5d7 | deployment_status: Draft
model_id: 64e41455-6a9f-45fe-9f4c-944d3c5d5fd8 | model_name: eta-regressor | model_version: v1.4.1 | model_type: Anomaly | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/anomaly/cc3bf255ada5 | deployment_status: Draft
model_id: 77aefa70-b530-41e4-8f98-f48f5a125823 | model_name: anomaly-detector | model_version: v2.3.6 | model_type: Classifier | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/classifier/cf72877bb7a2 | deployment_status: Production
model_id: c81b05f9-a610-4a65-b17b-82e64e61a014 | model_name: eta-regressor | model_version: v1.6.4 | model_type: Classifier | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/classifier/229c8d6b1439 | deployment_status: Production
model_id: d3d7db8c-3411-45c2-9a54-7fc5eba35473 | model_name: eta-regressor | model_version: v1.0.0 | model_type: Regressor | training_dataset_version: exim-ds-2025-04 | artifact_uri: s3://allcargo-exim-models/regressor/6ce9bee670b9 | deployment_status: Testing
model_id: 3185af7c-646a-439b-ab92-1a5ef28a307b | model_name: risk-summary-llm | model_version: v4.3.7 | model_type: Classifier | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/classifier/ac3ec7b2811e | deployment_status: Production
model_id: f0cd85d4-305f-48b2-8873-80299b2e2ad0 | model_name: risk-summary-llm | model_version: v4.5.0 | model_type: Classifier | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/classifier/d2b6516766ce | deployment_status: Draft
model_id: e6b9030f-2e5d-428e-8999-f2d55b059f02 | model_name: document-intelligence | model_version: v2.5.4 | model_type: Anomaly | training_dataset_version: exim-ds-2024-11 | artifact_uri: s3://allcargo-exim-models/anomaly/5a886eaddda7 | deployment_status: Production
model_id: 37255786-bcdf-4e5b-9062-cd4775b71292 | model_name: anomaly-detector | model_version: v3.2.0 | model_type: Classifier | training_dataset_version: exim-ds-2026-10 | artifact_uri: s3://allcargo-exim-models/classifier/883f560967d3 | deployment_status: Testing
model_id: db2cee03-0ebe-4893-909a-131d9fb55586 | model_name: document-intelligence | model_version: v1.4.5 | model_type: Anomaly | training_dataset_version: exim-ds-2026-05 | artifact_uri: s3://allcargo-exim-models/anomaly/25d18fb65ac5 | deployment_status: Retired
model_id: 71383e96-1a20-455e-b99d-8a18ef84ded9 | model_name: delay-risk-classifier | model_version: v3.6.1 | model_type: Regressor | training_dataset_version: exim-ds-2025-08 | artifact_uri: s3://allcargo-exim-models/regressor/7666e48cfd53 | deployment_status: Testing
model_id: 217cf5ce-505c-4490-b9c0-ec76a42c29c9 | model_name: risk-summary-llm | model_version: v3.9.0 | model_type: Regressor | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/regressor/650730570fe6 | deployment_status: Production
model_id: 6b0192f2-3cc7-4868-aaf9-3ff52493cce4 | model_name: eta-regressor | model_version: v4.3.6 | model_type: Anomaly | training_dataset_version: exim-ds-2025-07 | artifact_uri: s3://allcargo-exim-models/anomaly/07c2d74c1466 | deployment_status: Production
model_id: 216c8feb-150a-4ca4-b26f-25754ced0f52 | model_name: risk-summary-llm | model_version: v2.8.7 | model_type: Anomaly | training_dataset_version: exim-ds-2024-11 | artifact_uri: s3://allcargo-exim-models/anomaly/3d738d5097e6 | deployment_status: Testing
model_id: bd63ae0e-c337-42db-a0bf-73d37d077845 | model_name: risk-summary-llm | model_version: v4.2.1 | model_type: Classifier | training_dataset_version: exim-ds-2026-04 | artifact_uri: s3://allcargo-exim-models/classifier/28d4d23f953c | deployment_status: Retired
model_id: fa989047-b3e8-43c6-999c-5cd90e66a3f5 | model_name: document-intelligence | model_version: v2.1.3 | model_type: Regressor | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/regressor/971374b28467 | deployment_status: Production
model_id: 834b3c11-7f00-4f0f-8ed7-b4c17aa0c279 | model_name: eta-regressor | model_version: v1.0.3 | model_type: Anomaly | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/anomaly/56f566cd0447 | deployment_status: Draft
model_id: b684d9f6-b5cf-4cc9-bd37-e1f77904b515 | model_name: anomaly-detector | model_version: v2.7.3 | model_type: Classifier | training_dataset_version: exim-ds-2024-04 | artifact_uri: s3://allcargo-exim-models/classifier/e57cbb40314a | deployment_status: Production
model_id: 0c291736-fbe0-4adf-ac77-21ac1ecf5230 | model_name: eta-regressor | model_version: v3.2.5 | model_type: Classifier | training_dataset_version: exim-ds-2024-11 | artifact_uri: s3://allcargo-exim-models/classifier/b73a9fae0888 | deployment_status: Retired
model_id: 47b65f68-94fc-48c6-97a9-0b5f368ac610 | model_name: anomaly-detector | model_version: v1.3.2 | model_type: Classifier | training_dataset_version: exim-ds-2025-07 | artifact_uri: s3://allcargo-exim-models/classifier/2a084cfc9282 | deployment_status: Production
model_id: 2cafcf20-77bc-4fb2-84b1-b89c111250b1 | model_name: delay-risk-classifier | model_version: v1.5.7 | model_type: Classifier | training_dataset_version: exim-ds-2026-11 | artifact_uri: s3://allcargo-exim-models/classifier/d1a8662e654a | deployment_status: Testing
model_id: 3092b733-0c79-4e17-aa3b-0a56156ce452 | model_name: delay-risk-classifier | model_version: v3.4.6 | model_type: Regressor | training_dataset_version: exim-ds-2026-05 | artifact_uri: s3://allcargo-exim-models/regressor/d4660ac76e66 | deployment_status: Draft
model_id: 088184fb-8c52-4069-a2aa-b0a5733cf123 | model_name: document-intelligence | model_version: v1.1.5 | model_type: Classifier | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/classifier/9372ebd9f697 | deployment_status: Production
model_id: 70f7c106-8af0-4950-b32f-37c6710e1407 | model_name: delay-risk-classifier | model_version: v4.8.5 | model_type: LLM | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/llm/fb81a42ce595 | deployment_status: Retired
model_id: 7d16e59a-b312-40b3-907d-d06a05b5273c | model_name: risk-summary-llm | model_version: v3.4.8 | model_type: NLP | training_dataset_version: exim-ds-2025-10 | artifact_uri: s3://allcargo-exim-models/nlp/91847df6fd19 | deployment_status: Draft
model_id: 73f4d5fb-f160-4278-bba5-0cf326672469 | model_name: anomaly-detector | model_version: v4.3.8 | model_type: NLP | training_dataset_version: exim-ds-2025-03 | artifact_uri: s3://allcargo-exim-models/nlp/9220d0ff4810 | deployment_status: Production
model_id: 1318c41d-d5d8-45a2-a803-4bddd7d3c41f | model_name: risk-summary-llm | model_version: v1.7.0 | model_type: Classifier | training_dataset_version: exim-ds-2024-10 | artifact_uri: s3://allcargo-exim-models/classifier/d6438ce2e71b | deployment_status: Testing
model_id: d7901ad7-3c9f-441f-893a-776f3603ef86 | model_name: risk-summary-llm | model_version: v2.7.6 | model_type: Regressor | training_dataset_version: exim-ds-2026-11 | artifact_uri: s3://allcargo-exim-models/regressor/169a06357715 | deployment_status: Production
model_id: 8e1a7a46-14e5-42cc-b1a0-7bff42c85291 | model_name: anomaly-detector | model_version: v2.6.6 | model_type: Regressor | training_dataset_version: exim-ds-2026-01 | artifact_uri: s3://allcargo-exim-models/regressor/49cee3f57fbb | deployment_status: Testing
model_id: dac56033-d86b-4763-ba37-bd95d55628af | model_name: delay-risk-classifier | model_version: v1.9.2 | model_type: NLP | training_dataset_version: exim-ds-2025-06 | artifact_uri: s3://allcargo-exim-models/nlp/5ad42dde233d | deployment_status: Testing
model_id: e96d67c8-3fb8-45ab-a88e-e8ae80e98aa4 | model_name: delay-risk-classifier | model_version: v3.7.8 | model_type: Regressor | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/regressor/cf2d0a9f9ddf | deployment_status: Testing
model_id: 7032a5da-9b33-45b0-a956-5c1e748071fd | model_name: risk-summary-llm | model_version: v4.3.0 | model_type: LLM | training_dataset_version: exim-ds-2025-12 | artifact_uri: s3://allcargo-exim-models/llm/0482d858aa45 | deployment_status: Draft
model_id: a7c78a95-9267-4609-a4da-01361c6b2c9c | model_name: document-intelligence | model_version: v3.1.8 | model_type: Classifier | training_dataset_version: exim-ds-2025-01 | artifact_uri: s3://allcargo-exim-models/classifier/2699c582376a | deployment_status: Production
model_id: d19f1759-805e-4f8d-860a-460d4688ff7f | model_name: delay-risk-classifier | model_version: v1.4.4 | model_type: Anomaly | training_dataset_version: exim-ds-2026-09 | artifact_uri: s3://allcargo-exim-models/anomaly/69549d939460 | deployment_status: Testing
model_id: 95c2c635-120c-4be7-a18b-4e233879db8e | model_name: document-intelligence | model_version: v2.3.5 | model_type: NLP | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/nlp/bee9b98d4bd3 | deployment_status: Draft
model_id: 157d27a9-4975-424f-a266-31c3e2528ee5 | model_name: eta-regressor | model_version: v3.1.6 | model_type: Classifier | training_dataset_version: exim-ds-2024-12 | artifact_uri: s3://allcargo-exim-models/classifier/756b1da09d7a | deployment_status: Draft
model_id: 9a9ef8ed-683b-4f4d-88d6-98c64f04f448 | model_name: document-intelligence | model_version: v1.7.3 | model_type: Classifier | training_dataset_version: exim-ds-2024-11 | artifact_uri: s3://allcargo-exim-models/classifier/4003ddd090b0 | deployment_status: Testing
model_id: 8c35208a-bffd-4097-a420-080d47e8a397 | model_name: eta-regressor | model_version: v3.4.7 | model_type: Classifier | training_dataset_version: exim-ds-2026-03 | artifact_uri: s3://allcargo-exim-models/classifier/de2f1151cc69 | deployment_status: Production
model_id: 7fb4d7d4-879e-46ae-9d92-ba413e4dd135 | model_name: risk-summary-llm | model_version: v1.4.3 | model_type: Classifier | training_dataset_version: exim-ds-2025-04 | artifact_uri: s3://allcargo-exim-models/classifier/97fe8b2c9fb6 | deployment_status: Production
model_id: 0b2d2a51-ee1d-4a53-b755-880d8f4e061d | model_name: delay-risk-classifier | model_version: v2.2.4 | model_type: Classifier | training_dataset_version: exim-ds-2025-11 | artifact_uri: s3://allcargo-exim-models/classifier/c9c761658427 | deployment_status: Production
model_id: 30c5a5c9-8f6b-41d0-aa0f-e5f908a0d77f | model_name: anomaly-detector | model_version: v1.9.8 | model_type: Classifier | training_dataset_version: exim-ds-2024-03 | artifact_uri: s3://allcargo-exim-models/classifier/942f4d21ea49 | deployment_status: Testing
model_id: 58d526d7-0a52-4e79-9a97-91586351c0b3 | model_name: risk-summary-llm | model_version: v1.5.0 | model_type: Classifier | training_dataset_version: exim-ds-2026-01 | artifact_uri: s3://allcargo-exim-models/classifier/01dd91f653c7 | deployment_status: Production
